Held	Helden	N;NFIN	N;DAT;PL	C
erwärmen	erwärmst	V;NFIN	V;IND;PRS;2;SG	C
Unterschlagung	Unterschlagungen	N;NFIN	N;DAT;PL	C
missverstehen	missversteht	V;NFIN	V;IND;PRS;2;PL	C
Premierministerin	Premierministerinnen	N;NFIN	N;DAT;PL	C
Dreieinigkeit	Dreieinigkeit	N;NFIN	N;NOM;SG	C
Langschwanzpinguin	Langschwanzpinguinen	N;NFIN	N;DAT;PL	C
Marjellchen	Marjellchen	N;NFIN	N;DAT;PL	C
kapieren	kapiert	V;NFIN	V;IND;PRS;2;PL	C
Erfahrung	Erfahrungen	N;NFIN	N;DAT;PL	C
Flosse	Flossen	N;NFIN	N;DAT;PL	C
platzen	platzt	V;NFIN	V;IND;PRS;2;PL	C
halbieren	halbierest	V;NFIN	V;SBJV;PRS;2;SG	C
imprägnieren	imprägnieret	V;NFIN	V;SBJV;PRS;2;PL	C
Brötchen	Brötchen	N;NFIN	N;NOM;SG	C
Schote	Schote	N;NFIN	N;NOM;SG	C
versklaven	versklavte	V;NFIN	V;SBJV;PST;1;SG	C
vertiefen	vertiefet	V;NFIN	V;SBJV;PRS;2;PL	C
Gleitzeit	Gleitzeiten	N;NFIN	N;DAT;PL	C
Empfängnisverhütung	Empfängnisverhütungen	N;NFIN	N;DAT;PL	C
Fahlflanken-Ameisenwürger	Fahlflanken-Ameisenwürgern	N;NFIN	N;DAT;PL	C
stoppen	stoppte	V;NFIN	V;SBJV;PST;1;SG	C
Sprachraum	Sprachräumen	N;NFIN	N;DAT;PL	C
Zwergschwan	Zwergschwan	N;NFIN	N;NOM;SG	C
verbüßen	verbüßest	V;NFIN	V;SBJV;PRS;2;SG	C
gewähren	gewährte	V;NFIN	V;SBJV;PST;1;SG	C
Dürre	Dürren	N;NFIN	N;DAT;PL	C
Zebrahai	Zebrahai	N;NFIN	N;NOM;SG	C
Tretlager	Tretlager	N;NFIN	N;NOM;SG	C
gewärtigen	gewärtigten	V;NFIN	V;SBJV;PST;3;PL	C
Epoxid	Epoxiden	N;NFIN	N;DAT;PL	C
misstrauen	misstrauest	V;NFIN	V;SBJV;PRS;2;SG	C
deponieren	deponierte	V;NFIN	V;SBJV;PST;1;SG	C
Bademantel	Bademantel	N;NFIN	N;NOM;SG	C
Briefwechsel	Briefwechsel	N;NFIN	N;NOM;SG	C
jappen	jappte	V;NFIN	V;SBJV;PST;1;SG	C
transportieren	transportierten	V;NFIN	V;SBJV;PST;3;PL	C
Funktionalität	Funktionalität	N;NFIN	N;NOM;SG	C
entschädigen	entschädiget	V;NFIN	V;SBJV;PRS;2;PL	C
Lautwandel	Lautwandel	N;NFIN	N;NOM;SG	C
ahnen	ahne	V;NFIN	V;SBJV;PRS;1;SG	C
aktualisieren	aktualisiere	V;NFIN	V;SBJV;PRS;1;SG	C
Wespe	Wespen	N;NFIN	N;DAT;PL	C
mineralisieren	mineralisierten	V;NFIN	V;SBJV;PST;3;PL	C
Atommodell	Atommodellen	N;NFIN	N;DAT;PL	C
Zwetschge	Zwetschge	N;NFIN	N;NOM;SG	C
Ausbeuter	Ausbeutern	N;NFIN	N;DAT;PL	C
scheitern	scheiterest	V;NFIN	V;SBJV;PRS;2;SG	C
malochen	malochet	V;NFIN	V;SBJV;PRS;2;PL	C
grauen	grauten	V;NFIN	V;SBJV;PST;3;PL	C
Obszönität	Obszönität	N;NFIN	N;NOM;SG	C
Ahn	Ahnen	N;NFIN	N;DAT;PL	C
Sanatorium	Sanatorien	N;NFIN	N;DAT;PL	C
Angabe	Angabe	N;NFIN	N;NOM;SG	C
Steuerwagen	Steuerwagen	N;NFIN	N;DAT;PL	C
Hadith	Hadith	N;NFIN	N;NOM;SG	C
entziehen	entzögen	V;NFIN	V;SBJV;PST;3;PL	C
Sichelzellenanämie	Sichelzellenanämien	N;NFIN	N;DAT;PL	C
schmusen	schmuste	V;NFIN	V;SBJV;PST;1;SG	C
Glatteis	Glatteis	N;NFIN	N;NOM;SG	C
Vanadat	Vanadaten	N;NFIN	N;DAT;PL	C
schieben	schiebest	V;NFIN	V;SBJV;PRS;2;SG	C
Zeitüberschreitung	Zeitüberschreitung	N;NFIN	N;NOM;SG	C
verwaisen	verwaiset	V;NFIN	V;SBJV;PRS;2;PL	C
driften	driftete	V;NFIN	V;SBJV;PST;1;SG	C
verrosten	verrostet	V;NFIN	V;SBJV;PRS;2;PL	C
Aspartam	Aspartamen	N;NFIN	N;DAT;PL	C
Leitkegel	Leitkegeln	N;NFIN	N;DAT;PL	C
krösen	krösest	V;NFIN	V;SBJV;PRS;2;SG	C
Gehorsam	Gehorsam	N;NFIN	N;NOM;SG	C
kauen	kauten	V;NFIN	V;SBJV;PST;3;PL	C
Dampfschiff	Dampfschiffen	N;NFIN	N;DAT;PL	C
Träumer	Träumer	N;NFIN	N;NOM;SG	C
Autonomie	Autonomie	N;NFIN	N;NOM;SG	C
faschieren	faschierst	V;NFIN	V;IND;PRS;2;SG	C
Hering	Heringen	N;NFIN	N;DAT;PL	C
foppen	foppst	V;NFIN	V;IND;PRS;2;SG	C
labern	labert	V;NFIN	V;IND;PRS;2;PL	C
filzen	filzten	V;NFIN	V;SBJV;PST;3;PL	C
eggen	eggt	V;NFIN	V;IND;PRS;2;PL	C
unterbrechen	unterbrächen	V;NFIN	V;SBJV;PST;3;PL	C
producieren	producieret	V;NFIN	V;SBJV;PRS;2;PL	C
bummeln	bummelet	V;NFIN	V;SBJV;PRS;2;PL	C
Darlehen	Darlehen	N;NFIN	N;DAT;PL	C
Stearat	Stearat	N;NFIN	N;NOM;SG	C
wähnen	wähnet	V;NFIN	V;SBJV;PRS;2;PL	C
verallgemeinern	verallgemeinerst	V;NFIN	V;IND;PRS;2;SG	C
Zerfall	Zerfällen	N;NFIN	N;DAT;PL	C
Besuch	Besuchen	N;NFIN	N;DAT;PL	C
belaufen	beläufst	V;NFIN	V;IND;PRS;2;SG	C
verringern	verringerten	V;NFIN	V;SBJV;PST;3;PL	C
Hochsommer	Hochsommern	N;NFIN	N;DAT;PL	C
gähnen	gähnten	V;NFIN	V;SBJV;PST;3;PL	C
waten	watet	V;NFIN	V;SBJV;PRS;2;PL	C
Insulaner	Insulaner	N;NFIN	N;NOM;SG	C
Türkin	Türkinnen	N;NFIN	N;DAT;PL	C
Renegat	Renegat	N;NFIN	N;NOM;SG	C
Geschwindigkeitsmesser	Geschwindigkeitsmessern	N;NFIN	N;DAT;PL	C
assimilieren	assimilieret	V;NFIN	V;SBJV;PRS;2;PL	C
Berber	Berber	N;NFIN	N;NOM;SG	C
hüpfen	hüpfest	V;NFIN	V;SBJV;PRS;2;SG	C
Hornung	Hornung	N;NFIN	N;NOM;SG	C
Inauguration	Inauguration	N;NFIN	N;NOM;SG	C
Piano	Pianos	N;NFIN	N;DAT;PL	C
dunkeln	dunkelten	V;NFIN	V;SBJV;PST;3;PL	C
inspirieren	inspirierest	V;NFIN	V;SBJV;PRS;2;SG	C
Abfertigungsschalter	Abfertigungsschalter	N;NFIN	N;NOM;SG	C
Futur	Futur	N;NFIN	N;NOM;SG	C
beherrschen	beherrscht	V;NFIN	V;IND;PRS;2;PL	C
zuppen	zuppst	V;NFIN	V;IND;PRS;2;SG	C
emaillieren	emaillieret	V;NFIN	V;SBJV;PRS;2;PL	C
ködern	köderet	V;NFIN	V;SBJV;PRS;2;PL	C
verwechseln	verwechsele	V;NFIN	V;SBJV;PRS;1;SG	C
Donor	Donoren	N;NFIN	N;DAT;PL	C
Docht	Dochten	N;NFIN	N;DAT;PL	C
Hanse	Hansen	N;NFIN	N;DAT;PL	C
Zapfhahn	Zapfhähnen	N;NFIN	N;DAT;PL	C
schlabbern	schlabberten	V;NFIN	V;SBJV;PST;3;PL	C
wechselwirken	wechselwirkt	V;NFIN	V;IND;PRS;2;PL	C
zersetzen	zersetzet	V;NFIN	V;SBJV;PRS;2;PL	C
veranstalten	veranstaltest	V;NFIN	V;IND;PRS;2;SG	C
jaulen	jaulst	V;NFIN	V;IND;PRS;2;SG	C
Hubschrauber	Hubschraubern	N;NFIN	N;DAT;PL	C
Acetat	Acetaten	N;NFIN	N;DAT;PL	C
zwingen	zwingst	V;NFIN	V;IND;PRS;2;SG	C
zerfetzen	zerfetzte	V;NFIN	V;SBJV;PST;1;SG	C
diskutieren	diskutiere	V;NFIN	V;SBJV;PRS;1;SG	C
Schober	Schobern	N;NFIN	N;DAT;PL	C
Organistin	Organistin	N;NFIN	N;NOM;SG	C
Preisanstieg	Preisanstiegen	N;NFIN	N;DAT;PL	C
Kryostat	Kryostat	N;NFIN	N;NOM;SG	C
Teilnehmerin	Teilnehmerin	N;NFIN	N;NOM;SG	C
Raute	Rauten	N;NFIN	N;DAT;PL	C
Harpune	Harpunen	N;NFIN	N;DAT;PL	C
bereuen	bereue	V;NFIN	V;SBJV;PRS;1;SG	C
Anarchist	Anarchisten	N;NFIN	N;DAT;PL	C
Gerücht	Gerücht	N;NFIN	N;NOM;SG	C
verirren	verirrt	V;NFIN	V;IND;PRS;2;PL	C
Abschreckung	Abschreckungen	N;NFIN	N;DAT;PL	C
Außenministerium	Außenministerien	N;NFIN	N;DAT;PL	C
negieren	negierest	V;NFIN	V;SBJV;PRS;2;SG	C
lüften	lüftet	V;NFIN	V;SBJV;PRS;2;PL	C
läuten	läute	V;NFIN	V;SBJV;PRS;1;SG	C
besprechen	besprächen	V;NFIN	V;SBJV;PST;3;PL	C
Schulleiterin	Schulleiterin	N;NFIN	N;NOM;SG	C
Zankapfel	Zankapfel	N;NFIN	N;NOM;SG	C
Konzentrat	Konzentrat	N;NFIN	N;NOM;SG	C
Wolfesgrube	Wolfesgrube	N;NFIN	N;NOM;SG	C
Geschichtsbuch	Geschichtsbüchern	N;NFIN	N;DAT;PL	C
Anspielung	Anspielungen	N;NFIN	N;DAT;PL	C
Reinigungsschritt	Reinigungsschritten	N;NFIN	N;DAT;PL	C
notlanden	notlandet	V;NFIN	V;SBJV;PRS;2;PL	C
ermorden	ermordeten	V;NFIN	V;SBJV;PST;3;PL	C
Penis	Penis	N;NFIN	N;NOM;SG	C
Dessous	Dessous	N;NFIN	N;NOM;SG	C
Nervenzelle	Nervenzellen	N;NFIN	N;DAT;PL	C
Kassettenrekorder	Kassettenrekordern	N;NFIN	N;DAT;PL	C
konsolidieren	konsolidierest	V;NFIN	V;SBJV;PRS;2;SG	C
begnügen	begnügt	V;NFIN	V;IND;PRS;2;PL	C
Mammut	Mammut	N;NFIN	N;NOM;SG	C
Grenzwert	Grenzwert	N;NFIN	N;NOM;SG	C
instrumentalisieren	instrumentalisierest	V;NFIN	V;SBJV;PRS;2;SG	C
Stelle	Stellen	N;NFIN	N;DAT;PL	C
beichten	beichteten	V;NFIN	V;SBJV;PST;3;PL	C
Randbemerkung	Randbemerkung	N;NFIN	N;NOM;SG	C
Hinterwäldler	Hinterwäldlern	N;NFIN	N;DAT;PL	C
partitionieren	partitionierten	V;NFIN	V;SBJV;PST;3;PL	C
Anliegen	Anliegen	N;NFIN	N;NOM;SG	C
Kohlenstoffgehalt	Kohlenstoffgehalten	N;NFIN	N;DAT;PL	C
initiieren	initiieret	V;NFIN	V;SBJV;PRS;2;PL	C
entmineralisieren	entmineralisierst	V;NFIN	V;IND;PRS;2;SG	C
Aprikose	Aprikosen	N;NFIN	N;DAT;PL	C
spuken	spukte	V;NFIN	V;SBJV;PST;1;SG	C
Taschendieb	Taschendieb	N;NFIN	N;NOM;SG	C
verletzen	verletzt	V;NFIN	V;IND;PRS;2;PL	C
fluppen	fluppe	V;NFIN	V;SBJV;PRS;1;SG	C
Erdkruste	Erdkruste	N;NFIN	N;NOM;SG	C
erstarren	erstarre	V;NFIN	V;SBJV;PRS;1;SG	C
Merkel-Raute	Merkel-Rauten	N;NFIN	N;DAT;PL	C
tendieren	tendierst	V;NFIN	V;IND;PRS;2;SG	C
billigen	billige	V;NFIN	V;SBJV;PRS;1;SG	C
Tintenfisch	Tintenfisch	N;NFIN	N;NOM;SG	C
Schneepflug	Schneepflug	N;NFIN	N;NOM;SG	C
rammen	rammte	V;NFIN	V;SBJV;PST;1;SG	C
beklagen	beklagte	V;NFIN	V;SBJV;PST;1;SG	C
Atemgas	Atemgas	N;NFIN	N;NOM;SG	C
dümpeln	dümpelest	V;NFIN	V;SBJV;PRS;2;SG	C
Ärzteblatt	Ärzteblatt	N;NFIN	N;NOM;SG	C
Lazarett	Lazarett	N;NFIN	N;NOM;SG	C
gabeln	gabelt	V;NFIN	V;IND;PRS;2;PL	C
kräuseln	kräuselten	V;NFIN	V;SBJV;PST;3;PL	C
respektieren	respektierten	V;NFIN	V;SBJV;PST;3;PL	C
umhüllen	umhüllt	V;NFIN	V;IND;PRS;2;PL	C
nähen	nähte	V;NFIN	V;SBJV;PST;1;SG	C
Körpergeruch	Körpergeruch	N;NFIN	N;NOM;SG	C
Heuhaufen	Heuhaufen	N;NFIN	N;NOM;SG	C
Abkömmling	Abkömmling	N;NFIN	N;NOM;SG	C
Feuerteufel	Feuerteufel	N;NFIN	N;NOM;SG	C
prosten	prostete	V;NFIN	V;SBJV;PST;1;SG	C
Zirkelschluss	Zirkelschluss	N;NFIN	N;NOM;SG	C
foltern	folterst	V;NFIN	V;IND;PRS;2;SG	C
endlagern	endlagerten	V;NFIN	V;SBJV;PST;3;PL	C
Gasgemisch	Gasgemischen	N;NFIN	N;DAT;PL	C
behüten	behütet	V;NFIN	V;SBJV;PRS;2;PL	C
Selbstsicherheit	Selbstsicherheit	N;NFIN	N;NOM;SG	C
Kriegsende	Kriegsenden	N;NFIN	N;DAT;PL	C
Spirale	Spiralen	N;NFIN	N;DAT;PL	C
Kruste	Kruste	N;NFIN	N;NOM;SG	C
abalienieren	abalienierest	V;NFIN	V;SBJV;PRS;2;SG	C
funkeln	funkelet	V;NFIN	V;SBJV;PRS;2;PL	C
sortieren	sortiert	V;NFIN	V;IND;PRS;2;PL	C
radieren	radierte	V;NFIN	V;SBJV;PST;1;SG	C
Normdatum	Normdatum	N;NFIN	N;NOM;SG	C
Anfänger	Anfänger	N;NFIN	N;NOM;SG	C
Freizeitzentrum	Freizeitzentrum	N;NFIN	N;NOM;SG	C
Chlorid	Chlorid	N;NFIN	N;NOM;SG	C
Isobar	Isobar	N;NFIN	N;NOM;SG	C
Bittersüß	Bittersüß	N;NFIN	N;NOM;SG	C
sichern	sichere	V;NFIN	V;SBJV;PRS;1;SG	C
Nadel	Nadel	N;NFIN	N;NOM;SG	C
posieren	posierst	V;NFIN	V;IND;PRS;2;SG	C
Schnarchralle	Schnarchralle	N;NFIN	N;NOM;SG	C
erkundigen	erkundigte	V;NFIN	V;SBJV;PST;1;SG	C
Minischwein	Minischwein	N;NFIN	N;NOM;SG	C
Hahnenkamm	Hahnenkämmen	N;NFIN	N;DAT;PL	C
Präservativ	Präservativen	N;NFIN	N;DAT;PL	C
ackern	ackerest	V;NFIN	V;SBJV;PRS;2;SG	C
Friese	Friesen	N;NFIN	N;DAT;PL	C
Industrienation	Industrienation	N;NFIN	N;NOM;SG	C
Landstreicherei	Landstreichereien	N;NFIN	N;DAT;PL	C
lauschen	lausche	V;NFIN	V;SBJV;PRS;1;SG	C
kurbeln	kurbelte	V;NFIN	V;SBJV;PST;1;SG	C
Sprichwort	Sprichwörtern	N;NFIN	N;DAT;PL	C
Fanmeile	Fanmeile	N;NFIN	N;NOM;SG	C
Inder	Indern	N;NFIN	N;DAT;PL	C
Gecko	Geckos	N;NFIN	N;DAT;PL	C
Halsabschneider	Halsabschneidern	N;NFIN	N;DAT;PL	C
entern	enterten	V;NFIN	V;SBJV;PST;3;PL	C
Kontrollkästchen	Kontrollkästchen	N;NFIN	N;NOM;SG	C
Busen	Busen	N;NFIN	N;DAT;PL	C
Erdboden	Erdboden	N;NFIN	N;NOM;SG	C
orten	ortete	V;NFIN	V;SBJV;PST;1;SG	C
Bromidquell	Bromidquellen	N;NFIN	N;DAT;PL	C
babbeln	babbelst	V;NFIN	V;IND;PRS;2;SG	C
Ich	Ich	N;NFIN	N;NOM;SG	C
Schnittlauch	Schnittlauch	N;NFIN	N;NOM;SG	C
besinnen	besänne	V;NFIN	V;SBJV;PST;1;SG	C
Fiasko	Fiasko	N;NFIN	N;NOM;SG	C
Wadenbein	Wadenbein	N;NFIN	N;NOM;SG	C
Begünstigung	Begünstigung	N;NFIN	N;NOM;SG	C
restaurieren	restaurieret	V;NFIN	V;SBJV;PRS;2;PL	C
funktionalisieren	funktionalisierte	V;NFIN	V;SBJV;PST;1;SG	C
schluchzen	schluchzte	V;NFIN	V;SBJV;PST;1;SG	C
besichtigen	besichtiget	V;NFIN	V;SBJV;PRS;2;PL	C
musizieren	musizieret	V;NFIN	V;SBJV;PRS;2;PL	C
Arbeitskreis	Arbeitskreis	N;NFIN	N;NOM;SG	C
frohlocken	frohlockte	V;NFIN	V;SBJV;PST;1;SG	C
Badezimmer	Badezimmer	N;NFIN	N;NOM;SG	C
bemerken	bemerket	V;NFIN	V;SBJV;PRS;2;PL	C
erstehen	erstände	V;NFIN	V;SBJV;PST;1;SG	C
hinterlegen	hinterlege	V;NFIN	V;SBJV;PRS;1;SG	C
Fußmatte	Fußmatte	N;NFIN	N;NOM;SG	C
Telefonnummer	Telefonnummern	N;NFIN	N;DAT;PL	C
knuspern	knusperten	V;NFIN	V;SBJV;PST;3;PL	C
Atemluft	Atemluft	N;NFIN	N;NOM;SG	C
vernichten	vernichtest	V;NFIN	V;SBJV;PRS;2;SG	C
Milchflasche	Milchflaschen	N;NFIN	N;DAT;PL	C
tätowieren	tätowierest	V;NFIN	V;SBJV;PRS;2;SG	C
separieren	separieret	V;NFIN	V;SBJV;PRS;2;PL	C
Steuerberater	Steuerberater	N;NFIN	N;NOM;SG	C
mißverstehen	mißversteht	V;NFIN	V;IND;PRS;2;PL	C
Welteninsel	Welteninsel	N;NFIN	N;NOM;SG	C
parlieren	parliere	V;NFIN	V;SBJV;PRS;1;SG	C
Böse	Böse	N;NFIN	N;NOM;SG	C
Kanzlei	Kanzlei	N;NFIN	N;NOM;SG	C
Dachdecker	Dachdecker	N;NFIN	N;NOM;SG	C
Antimuster	Antimustern	N;NFIN	N;DAT;PL	C
transportieren	transportierst	V;NFIN	V;IND;PRS;2;SG	C
Gesamtmenge	Gesamtmengen	N;NFIN	N;DAT;PL	C
flirten	flirtete	V;NFIN	V;SBJV;PST;1;SG	C
verringern	verringeret	V;NFIN	V;SBJV;PRS;2;PL	C
kürzen	kürzt	V;NFIN	V;IND;PRS;2;SG	C
Prügelstrafe	Prügelstrafen	N;NFIN	N;DAT;PL	C
instanziieren	instanziiere	V;NFIN	V;SBJV;PRS;1;SG	C
erobern	eroberte	V;NFIN	V;SBJV;PST;1;SG	C
Massenanteil	Massenanteilen	N;NFIN	N;DAT;PL	C
Tiefschutz	Tiefschutz	N;NFIN	N;NOM;SG	C
formiren	formiret	V;NFIN	V;SBJV;PRS;2;PL	C
Nanotesla	Nanoteslan	N;NFIN	N;DAT;PL	C
Gas	Gasen	N;NFIN	N;DAT;PL	C
Amokläuferin	Amokläuferinnen	N;NFIN	N;DAT;PL	C
Bluff	Bluffs	N;NFIN	N;DAT;PL	C
Radiergummi	Radiergummis	N;NFIN	N;DAT;PL	C
Lenkstange	Lenkstange	N;NFIN	N;NOM;SG	C
Rhodochrosit	Rhodochrositen	N;NFIN	N;DAT;PL	C
Zirkelbeweis	Zirkelbeweis	N;NFIN	N;NOM;SG	C
Kerzenfisch	Kerzenfischen	N;NFIN	N;DAT;PL	C
Kernspaltung	Kernspaltung	N;NFIN	N;NOM;SG	C
Bankett	Banketten	N;NFIN	N;DAT;PL	C
Flamingo	Flamingo	N;NFIN	N;NOM;SG	C
flöten	flötete	V;NFIN	V;SBJV;PST;1;SG	C
Lammfellhandschuh	Lammfellhandschuhen	N;NFIN	N;DAT;PL	C
immunisieren	immunisiere	V;NFIN	V;SBJV;PRS;1;SG	C
Grönländer	Grönländer	N;NFIN	N;NOM;SG	C
Ansichtskarte	Ansichtskarte	N;NFIN	N;NOM;SG	C
gestikulieren	gestikuliere	V;NFIN	V;SBJV;PRS;1;SG	C
Deuterium	Deuterium	N;NFIN	N;NOM;SG	C
motivieren	motivierte	V;NFIN	V;SBJV;PST;1;SG	C
Euter	Eutern	N;NFIN	N;DAT;PL	C
Brandbeschleuniger	Brandbeschleuniger	N;NFIN	N;DAT;PL	C
Blumenstrauß	Blumenstrauß	N;NFIN	N;NOM;SG	C
Trockendock	Trockendock	N;NFIN	N;NOM;SG	C
Landesverräterin	Landesverräterinnen	N;NFIN	N;DAT;PL	C
Pentaborat	Pentaborat	N;NFIN	N;NOM;SG	C
speichern	speicherten	V;NFIN	V;SBJV;PST;3;PL	C
imkern	imkeret	V;NFIN	V;SBJV;PRS;2;PL	C
Diärese	Diäresen	N;NFIN	N;DAT;PL	C
hetzen	hetzte	V;NFIN	V;SBJV;PST;1;SG	C
Temperaturanstieg	Temperaturanstieg	N;NFIN	N;NOM;SG	C
misstrauen	misstrauet	V;NFIN	V;SBJV;PRS;2;PL	C
Genie	Genie	N;NFIN	N;NOM;SG	C
Girl	Girls	N;NFIN	N;DAT;PL	C
Fellhandschuh	Fellhandschuhen	N;NFIN	N;DAT;PL	C
schlängeln	schlängelest	V;NFIN	V;SBJV;PRS;2;SG	C
türmen	türmt	V;NFIN	V;IND;PRS;2;PL	C
Beryll	Beryll	N;NFIN	N;NOM;SG	C
Nosean	Noseanen	N;NFIN	N;DAT;PL	C
Leichtmetall	Leichtmetallen	N;NFIN	N;DAT;PL	C
hupen	hupet	V;NFIN	V;SBJV;PRS;2;PL	C
Reiseleiter	Reiseleiter	N;NFIN	N;NOM;SG	C
interpretieren	interpretierten	V;NFIN	V;SBJV;PST;3;PL	C
Bagger	Bagger	N;NFIN	N;NOM;SG	C
unterscheiden	unterschieden	V;NFIN	V;SBJV;PST;3;PL	C
verfangen	verfanget	V;NFIN	V;SBJV;PRS;2;PL	C
erscheinen	erscheinest	V;NFIN	V;SBJV;PRS;2;SG	C
Däumling	Däumlingen	N;NFIN	N;DAT;PL	C
Bauwerk	Bauwerken	N;NFIN	N;DAT;PL	C
absolvieren	absolviere	V;NFIN	V;SBJV;PRS;1;SG	C
bürsten	bürsteten	V;NFIN	V;SBJV;PST;3;PL	C
Gedicht	Gedicht	N;NFIN	N;NOM;SG	C
Milz	Milz	N;NFIN	N;NOM;SG	C
verlauten	verlautet	V;NFIN	V;SBJV;PRS;2;PL	C
sezieren	sezierte	V;NFIN	V;SBJV;PST;1;SG	C
Asthenosphäre	Asthenosphäre	N;NFIN	N;NOM;SG	C
verunzieren	verunzierte	V;NFIN	V;SBJV;PST;1;SG	C
plazieren	plazierest	V;NFIN	V;SBJV;PRS;2;SG	C
Arrest	Arresten	N;NFIN	N;DAT;PL	C
Gläubiger	Gläubigern	N;NFIN	N;DAT;PL	C
verwirklichen	verwirklicht	V;NFIN	V;IND;PRS;2;PL	C
verunglimpfen	verunglimpfte	V;NFIN	V;SBJV;PST;1;SG	C
Eiszapfen	Eiszapfen	N;NFIN	N;NOM;SG	C
Version	Version	N;NFIN	N;NOM;SG	C
Alterität	Alterität	N;NFIN	N;NOM;SG	C
globalisieren	globalisieret	V;NFIN	V;SBJV;PRS;2;PL	C
belauern	belauere	V;NFIN	V;SBJV;PRS;1;SG	C
schnattern	schnattert	V;NFIN	V;IND;PRS;2;PL	C
Kuckuck	Kuckucken	N;NFIN	N;DAT;PL	C
klumpen	klumpt	V;NFIN	V;IND;PRS;2;PL	C
Leitungsweg	Leitungsweg	N;NFIN	N;NOM;SG	C
Loparit	Lopariten	N;NFIN	N;DAT;PL	C
Fluorgehalt	Fluorgehalt	N;NFIN	N;NOM;SG	C
Buntwaschmittel	Buntwaschmittel	N;NFIN	N;NOM;SG	C
Fischzucht	Fischzucht	N;NFIN	N;NOM;SG	C
genehmigen	genehmigt	V;NFIN	V;IND;PRS;2;PL	C
bequemen	bequemest	V;NFIN	V;SBJV;PRS;2;SG	C
verformen	verforme	V;NFIN	V;SBJV;PRS;1;SG	C
charakterisieren	charakterisiert	V;NFIN	V;IND;PRS;2;PL	C
blockieren	blockierten	V;NFIN	V;SBJV;PST;3;PL	C
Trägerwelle	Trägerwellen	N;NFIN	N;DAT;PL	C
schwächen	schwächst	V;NFIN	V;IND;PRS;2;SG	C
knautschen	knautsche	V;NFIN	V;SBJV;PRS;1;SG	C
addieren	addieret	V;NFIN	V;SBJV;PRS;2;PL	C
Kettenraucher	Kettenraucher	N;NFIN	N;NOM;SG	C
verspäten	verspätest	V;NFIN	V;SBJV;PRS;2;SG	C
Dunkelkammer	Dunkelkammern	N;NFIN	N;DAT;PL	C
Aktivist	Aktivist	N;NFIN	N;NOM;SG	C
Golfplatz	Golfplätzen	N;NFIN	N;DAT;PL	C
Vogelscheuche	Vogelscheuchen	N;NFIN	N;DAT;PL	C
Schrei	Schreien	N;NFIN	N;DAT;PL	C
Uranerz	Uranerz	N;NFIN	N;NOM;SG	C
Halbmond	Halbmond	N;NFIN	N;NOM;SG	C
Adhäsion	Adhäsionen	N;NFIN	N;DAT;PL	C
Küstenwache	Küstenwache	N;NFIN	N;NOM;SG	C
verglühen	verglühest	V;NFIN	V;SBJV;PRS;2;SG	C
Gepäckträger	Gepäckträgern	N;NFIN	N;DAT;PL	C
umarbeiten	umarbeitest	V;NFIN	V;SBJV;PRS;2;SG	C
Auftrag	Aufträgen	N;NFIN	N;DAT;PL	C
Schreiber	Schreibern	N;NFIN	N;DAT;PL	C
Cyclodextrin	Cyclodextrinen	N;NFIN	N;DAT;PL	C
Wanderfalke	Wanderfalken	N;NFIN	N;DAT;PL	C
entwenden	entwendet	V;NFIN	V;SBJV;PRS;2;PL	C
Abbild	Abbildern	N;NFIN	N;DAT;PL	C
Technetiumatom	Technetiumatom	N;NFIN	N;NOM;SG	C
begeben	begäben	V;NFIN	V;SBJV;PST;3;PL	C
Elster	Elstern	N;NFIN	N;DAT;PL	C
Saibling	Saiblingen	N;NFIN	N;DAT;PL	C
überliefern	überliefere	V;NFIN	V;SBJV;PRS;1;SG	C
Elektronenschale	Elektronenschale	N;NFIN	N;NOM;SG	C
Samstagnachmittag	Samstagnachmittagen	N;NFIN	N;DAT;PL	C
amenagieren	amenagierst	V;NFIN	V;IND;PRS;2;SG	C
verladen	verladet	V;NFIN	V;SBJV;PRS;2;PL	C
Stiefvater	Stiefvater	N;NFIN	N;NOM;SG	C
vermischen	vermischten	V;NFIN	V;SBJV;PST;3;PL	C
Flitzer	Flitzer	N;NFIN	N;NOM;SG	C
überweisen	überweise	V;NFIN	V;SBJV;PRS;1;SG	C
stationieren	stationierten	V;NFIN	V;SBJV;PST;3;PL	C
sabbern	sabbere	V;NFIN	V;SBJV;PRS;1;SG	C
fotzen	fotzt	V;NFIN	V;IND;PRS;2;SG	C
verbünden	verbündet	V;NFIN	V;SBJV;PRS;2;PL	C
wallfahrten	wallfahrteten	V;NFIN	V;SBJV;PST;3;PL	C
schmuggeln	schmuggelest	V;NFIN	V;SBJV;PRS;2;SG	C
Strohhälmchen	Strohhälmchen	N;NFIN	N;NOM;SG	C
verachten	verachte	V;NFIN	V;SBJV;PRS;1;SG	C
Fieberanfall	Fieberanfall	N;NFIN	N;NOM;SG	C
Kaufkraft	Kaufkraft	N;NFIN	N;NOM;SG	C
Euphemismus	Euphemismus	N;NFIN	N;NOM;SG	C
Sexte	Sexte	N;NFIN	N;NOM;SG	C
Bettler	Bettler	N;NFIN	N;DAT;PL	C
Seelöwe	Seelöwen	N;NFIN	N;DAT;PL	C
lancieren	lancierst	V;NFIN	V;IND;PRS;2;SG	C
Volltreffer	Volltreffer	N;NFIN	N;NOM;SG	C
