src word,tgt word,src slot,tgt slot,src apertium tags,tgt apertium tags,annotation
sändas,sänder,0_11,0_8,adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;fn;sg;def;gen - verb;inf;pasv,verb;pres;actv,C
bildade,bildat,2_11,2_5,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;m;sg;def - adj;pst;fn;sg;def,verb;supn;actv - adj;pp;nt;sg;ind - adj;pst;nt;sg;ind,C
röken,rök,0_6,0_2,n;ut;sg;def - n;ut;sg;def;compound-R,verb;imp - n;ut;sg;ind - verb;past;actv - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,C
bäddat,bädden,2_5,2_14,verb;supn;actv - adj;pp;nt;sg;ind,n;ut;sg;def - n;ut;sg;def;compound-R,POS_PAIR_ERROR
ena,enhet,0_0,0_7,adv; - verb;imp - verb;inf;actv - det;ind;un;pl - det;qnt;un;sg;def - prn;def;un;pl;nom - prn;def;nt;sg;nom - prn;def;ut;sg;nom - verb;inf;actv;cmp;compound-only-L,n;ut;sg;ind - n;ut;sg;ind;compound-R,POS_PAIR_ERROR
tröstat,tröstar,2_5,2_9,verb;supn;actv - adj;pp;nt;sg;ind,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
släppt,släppe,0_10,0_5,,,TGT_LEXICAL_ERROR
gladas,glad,0_11,0_2,n;ut;sg;ind;gen - adj;sint;pst;un;pl;ind;gen - adj;sint;pst;un;pl;def;gen - adj;sint;pst;fn;sg;def;gen - n;ut;sg;ind;gen;compound-R,n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - adj;sint;pst;ut;sg;ind - n;ut;sg;ind;cmp - n;ut;sg;ind;cmp;compound-only-L,C
flikarna,flik,1_4,1_1,n;ut;pl;def - n;ut;pl;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
upphäven,upphäva,0_6,0_0,,,SRC_LEXICAL_ERROR
kallar,kallades,2_9,2_10,verb;pres;actv,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,C
bo,bon,0_2,0_6,verb;imp - verb;inf;actv - n;nt;sg;ind - verb;inf;actv;cmp;compound-only-L,n;nt;pl;ind - verb;inf;actv;cmp;compound-only-L,C
hopfogade,hopfogad,0_1,0_5,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,adj;pp;ut;sg;ind,C
vederkvickande,vederkvicka,0_9,0_0,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;inf;actv,POS_PAIR_ERROR
Samla,Samle,0_0,0_5,,,TGT_LEXICAL_ERROR
synas,synes,0_11,0_3,verb;inf;pasv - verb;pres;pasv - verb;inf;pasv,verb;imp - verb;pres;pasv,C
fören,föra,0_6,0_0,n;ut;sg;def - n;nt;pl;ind - n;ut;sg;def;compound-R - n;nt;pl;ind;compound-R - verb;inf;actv;cmp;compound-only-L,verb;inf;actv,PARADIGM_ERROR
gosse,gossarna,1_1,1_4,n;ut;sg;ind - n;ut;sg;ind;compound-R,n;ut;pl;def - n;ut;pl;def;compound-R,C
dårat,dåra,2_5,2_12,verb;supn;actv - adj;pp;nt;sg;ind,verb;imp - verb;inf;actv,C
inbjudna,inbjuda,0_0,0_0,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,verb;inf;actv,POS_PAIR_ERROR
rättssak,rättssaker,0_2,0_8,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;pl;ind - n;ut;pl;ind;compound-R,C
uträckas,uträckt,0_11,0_10,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
förfärat,förfäras,2_5,2_7,verb;supn;actv - adj;pp;nt;sg;ind,verb;imp - verb;inf;pasv - verb;pres;pasv - verb;inf;pasv - verb;pres;pasv,C
prisas,prise,2_7,2_15,,,TGT_LEXICAL_ERROR
utfärdas,utfärdad,2_7,2_3,verb;inf;pasv - verb;pres;pasv,adj;pp;ut;sg;ind,POS_PAIR_ERROR
fälla,fälld,0_0,0_5,verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R,adj;pp;ut;sg;ind,POS_PAIR_ERROR
basun,basunerna,1_1,1_5,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;pl;def - n;ut;pl;def;compound-R,C
rusande,rusar,2_8,2_9,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;pres;actv,POS_PAIR_ERROR
bed,bedes,0_2,0_3,verb;imp - verb;inf;actv;cmp;compound-only-L,verb;prs;pasv - verb;pres;pasv,C
ärat,ära,2_5,2_12,verb;supn;actv - adj;pp;nt;sg;ind - adj;pst;nt;sg;ind,verb;imp - verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
löjet,löje,0_2,0_5,n;nt;sg;def - n;nt;sg;def;compound-R,n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,C
verket,verke,2_4,2_15,,,TGT_LEXICAL_ERROR
förspillde,förspilld,0_1,0_5,verb;past;actv - adj;pp;m;sg;def,adj;pp;ut;sg;ind,C
åtfölja,åtföljde,0_0,0_1,verb;inf;actv,verb;past;actv - adj;pp;m;sg;def,C
släpar,släpet,2_9,2_4,verb;pres;actv,n;nt;sg;def - n;nt;sg;def;compound-R,POS_PAIR_ERROR
kuvat,kuvar,2_5,2_9,verb;supn;actv - adj;pp;nt;sg;ind,verb;pres;actv,C
vännen,vännen,1_7,1_7,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,C
talas,tala,2_7,2_12,verb;inf;pasv - verb;pres;pasv,verb;imp - verb;inf;actv,C
ljudet,ljudit,0_2,0_14,n;nt;sg;def - n;nt;sg;def;compound-R,verb;supn;actv,POS_PAIR_ERROR
förlåt,förlåtas,0_2,0_11,ij; - verb;imp - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;inf;pasv,C
bävande,bävar,2_8,2_9,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;pres;actv,POS_PAIR_ERROR
hinden,hindens,1_7,1_6,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R,C
ansikten,ansikte,0_6,0_5,n;nt;pl;ind - n;nt;pl;ind;compound-R,n;nt;sg;ind - n;nt;sg;ind;compound-R,C
höjt,höje,0_10,0_5,,,TGT_LEXICAL_ERROR
osyrad,osyrat,0_5,0_10,adj;pst;ut;sg;ind,adj;pst;nt;sg;ind,C
tvistar,tvisten,2_9,2_14,verb;pres;actv,n;ut;sg;def - n;ut;sg;def;compound-R,POS_PAIR_ERROR
föreskrifterna,föreskriften,1_5,1_7,n;ut;pl;def - n;ut;pl;def;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,C
håla,hålen,0_0,0_6,verb;imp - verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R,n;nt;pl;def,PARADIGM_ERROR
upphöjt,upphöja,0_10,0_0,verb;supn;actv - adj;pp;nt;sg;ind - adj;sint;pst;nt;sg;ind,verb;inf;actv,C
gripas,gripa,0_11,0_0,verb;inf;pasv,verb;inf;actv,C
upphöjt,upphöjde,0_10,0_1,verb;supn;actv - adj;pp;nt;sg;ind - adj;sint;pst;nt;sg;ind,verb;past;actv - adj;pp;m;sg;def - adj;sint;pst;m;sg;def,C
bedrövad,bedrövat,2_3,2_5,adj;pp;ut;sg;ind - adj;pst;ut;sg;ind,verb;supn;actv - adj;pp;nt;sg;ind - adj;pst;nt;sg;ind,C
tåget,tågade,2_4,2_11,n;nt;sg;def - n;nt;sg;def;compound-R,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,POS_PAIR_ERROR
dammens,dammarna,1_6,1_4,n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R,n;ut;pl;def - n;ut;pl;def;compound-R,C
kärven,kärve,1_7,1_1,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - adj;sint;pst;m;sg;def,C
försyndat,försyndade,2_5,2_11,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
fariséens,fariséen,1_6,1_7,n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,C
sättas,sätt,0_11,0_2,verb;inf;pasv,verb;imp - n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,C
att,at,0_10,0_2,,,TGT_LEXICAL_ERROR
onda,onde,0_0,0_5,adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,adj;sint;pst;m;sg;def,C
invigde,invigt,0_1,0_10,verb;past;actv - adj;pp;m;sg;def,verb;supn;actv - adj;pp;nt;sg;ind,C
släpet,släpade,2_4,2_11,n;nt;sg;def - n;nt;sg;def;compound-R,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,POS_PAIR_ERROR
sår,sår,2_2,2_2,verb;pres;actv - n;nt;sg;ind - n;nt;pl;ind - verb;inf;actv;cmp;compound-only-L,verb;pres;actv - n;nt;sg;ind - n;nt;pl;ind - verb;inf;actv;cmp;compound-only-L,C
löser,löst,0_8,0_10,verb;pres;actv,verb;supn;actv - adj;pst;nt;sg;ind - adj;sint;pst;nt;sg;ind - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind,C
Silo,Silo,0_2,0_2,np;cog - np;cog;compound-R - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,np;cog - np;cog;compound-R - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
predikas,predikare,2_7,2_1,verb;inf;pasv - verb;pres;pasv,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;pl;ind - n;ut;pl;ind;compound-R,POS_PAIR_ERROR
försonad,försonat,2_3,2_5,adj;pp;ut;sg;ind,verb;supn;actv - adj;pp;nt;sg;ind,C
häv,hävt,0_2,0_10,verb;imp - verb;inf;actv;cmp;compound-only-L,verb;supn;actv - adj;pp;nt;sg;ind,C
krossades,krossade,2_10,2_11,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
tids,tiden,1_2,1_7,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;sg;def - n;ut;sg;def;compound-R,C
skapa,skapar,2_12,2_9,verb;imp - verb;inf;actv,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,C
vandrar,vandrade,2_9,2_11,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
olärd,olärdas,0_2,0_11,adj;sint;pst;ut;sg;ind,adj;sint;pst;un;pl;ind;gen - adj;sint;pst;un;pl;def;gen - adj;sint;pst;fn;sg;def;gen,C
betäckta,betäckta,0_0,0_0,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,C
visade,visar,2_11,2_9,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
hemställde,hemställa,0_1,0_0,verb;past;actv,verb;inf;actv,C
armen,armas,0_6,0_11,n;ut;sg;def - n;ut;sg;def;compound-R - n;ut;sg;def - n;ut;sg;def;compound-R,adj;sint;pst;un;pl;ind;gen - adj;sint;pst;un;pl;def;gen - adj;sint;pst;fn;sg;def;gen,POS_PAIR_ERROR
talrika,talrikare,0_0,0_12,adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,adj;sint;comp;un;sp,C
hörsammade,hörsammar,2_11,2_9,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;pres;actv,C
besatt,besatte,0_2,0_5,verb;past;actv - verb;supn;actv - adj;sint;pst;nt;sg;ind - adj;sint;pst;ut;sg;ind - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind,verb;past;actv - adj;sint;pst;m;sg;def - adj;pp;m;sg;def,C
tjur,tjuren,1_1,1_7,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;ut;sg;def - n;ut;sg;def;compound-R,C
färgen,färgade,2_14,2_11,n;ut;sg;def - n;ut;sg;def;compound-R,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;m;sg;def - adj;pst;fn;sg;def,POS_PAIR_ERROR
Ira,Ir,2_12,2_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
flyttades,flyttade,2_10,2_11,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
helgas,helgas,2_7,2_7,verb;inf;pasv - verb;pres;pasv,verb;inf;pasv - verb;pres;pasv,C
för,före,0_2,0_5,adv; - cnjcoo; - cnjadv; - cnjsub; - pr; - verb;imp - n;ut;sg;ind - verb;pres;actv - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,adv; - pr; - n;nt;sg;ind - n;nt;sg;ind;compound-R,PARADIGM_ERROR
skriva,skrivet,0_0,0_2,verb;inf;actv,adj;pp;nt;sg;ind,POS_PAIR_ERROR
dagarna,dagas,2_13,2_7,n;ut;pl;def - n;ut;pl;def;compound-R,verb;imp - verb;inf;pasv - verb;pres;pasv,POS_PAIR_ERROR
skärpa,skärpet,0_0,0_2,verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;nt;sg;def - n;nt;sg;def;compound-R,PARADIGM_ERROR
smäda,smädas,2_12,2_7,verb;imp - verb;inf;actv,verb;inf;pasv - verb;pres;pasv,C
förtryckta,förtryckta,0_0,0_0,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,C
lejonansikten,lejonansikte,1_7,1_1,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
raglade,ragla,2_11,2_12,verb;past;actv,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,C
kläden,klädde,0_6,0_1,n;nt;pl;ind - n;nt;pl;ind;compound-R,verb;past;actv - adj;pp;m;sg;def - adj;sint;pst;m;sg;def,POS_PAIR_ERROR
styrker,styrke,0_8,0_5,verb;pres;actv,n;ut;sg;ind;cmp;compound-only-L,POS_PAIR_ERROR
hals,halte,0_4,0_1,adj;sint;pst;ut;sg;ind;gen - n;ut;sg;ind - n;ut;sg;ind;gen - n;ut;sg;ind;compound-R - n;ut;sg;ind;gen;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,adj;sint;pst;m;sg;def,PARADIGM_ERROR
lur,lurar,2_2,2_9,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,C
förbrände,förbränd,0_5,0_2,verb;past;actv - adj;pp;m;sg;def,adj;pp;ut;sg;ind,C
sköten,sköta,0_6,0_0,n;ut;sg;def - n;nt;pl;ind - n;ut;sg;def;compound-R - n;nt;pl;ind;compound-R,verb;inf;actv,POS_PAIR_ERROR
förstes,först,0_3,0_2,adj;ord;pst;m;sg;ind;gen,adv;,POS_PAIR_ERROR
eggen,eggat,2_14,2_5,n;ut;sg;def - n;ut;sg;def;compound-R,verb;supn;actv - adj;pp;nt;sg;ind,POS_PAIR_ERROR
återföra,återför,0_0,0_2,verb;inf;actv,verb;imp - verb;pres;actv - verb;inf;actv;cmp;compound-only-L,C
mättat,mätten,2_5,2_14,,,TGT_LEXICAL_ERROR
överdraga,överdragen,0_0,0_6,verb;inf;actv,n;nt;pl;def - adj;pp;ut;sg;ind - n;nt;pl;def;compound-R - adj;pp;ut;sg;ind,POS_PAIR_ERROR
fränder,frände,0_8,0_5,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
genomsöka,genomsökt,0_0,0_10,verb;inf;actv,verb;supn;actv - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind,C
Iskariots,Iskariot,1_2,1_1,np;cog;gen - np;cog;gen;compound-R,np;cog - np;cog;compound-R,SRC_POS_ERROR TGT_POS_ERROR
Teman,Temas,0_2,0_11,np;cog - np;top - np;cog;compound-R - np;top;compound-R - n;nt;pl;ind - n;nt;pl;ind;compound-R,n;nt;sg;ind;gen - n;nt;sg;ind;gen;compound-R - n;nt;sg;ind;cmp;compound-only-L,C
upptäcka,upptäcker,0_0,0_8,verb;inf;actv,verb;pres;actv,C
förledde,förleda,0_1,0_0,verb;past;actv - adj;pp;m;sg;def,verb;inf;actv,C
läkas,läka,0_11,0_0,verb;inf;pasv,verb;inf;actv,C
ogudaktigas,ogudaktigt,0_11,0_10,adj;sint;pst;un;pl;ind;gen - adj;sint;pst;un;pl;def;gen - adj;sint;pst;fn;sg;def;gen,adj;sint;pst;nt;sg;ind,C
en,ens,0_2,0_4,adv; - det;qnt;ut;sg - det;ind;ut;sg - n;ut;sg;ind - prn;pers;p3;un;sg;acc,n;ut;sg;ind;gen - adv; - det;pos;un;pl - det;pos;nt;sg - det;pos;ut;sg - prn;pos;un;pl - prn;pos;nt;sg - prn;pos;ut;sg - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind - verb;inf;actv;cmp;compound-only-L,C
viskning,viskat,2_0,2_5,n;ut;sg;ind - n;ut;sg;ind;compound-R,verb;supn;actv - adj;pp;nt;sg;ind,POS_PAIR_ERROR
beskärda,beskäres,0_0,0_3,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,verb;pres;pasv - verb;prs;pasv,POS_PAIR_ERROR
skrivet,skriv,0_2,0_2,adj;pp;nt;sg;ind,verb;imp - verb;inf;actv;cmp;compound-only-L,POS_PAIR_ERROR
behöva,behövs,0_0,0_4,verb;inf;actv,verb;imp - verb;pres;pasv - verb;pres;pasv,C
felar,felat,2_9,2_5,verb;pres;actv,verb;supn;actv,C
pålagd,pålagda,0_2,0_0,adj;pp;ut;sg;ind - adj;pp;ut;sg;ind,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,C
begravningsplats,begravningsplatsen,1_1,1_7,n;ut;sg;ind - n;ut;sg;ind;gen - n;ut;sg;ind;compound-R - n;ut;sg;ind;gen;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;sg;def - n;ut;sg;def;compound-R,C
förvillat,förvillar,2_5,2_9,verb;supn;actv - adj;pp;nt;sg;ind,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,C
sången,sångens,1_7,1_6,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R,C
förundren,förundrade,2_14,2_11,,,SRC_LEXICAL_ERROR
ingångarna,ingången,1_4,1_7,n;ut;pl;def - n;ut;pl;def;compound-R,adj;pp;ut;sg;ind - n;ut;sg;def - n;ut;sg;def;compound-R,C
strimmig,strimmigt,0_2,0_10,adj;sint;pst;ut;sg;ind,adj;sint;pst;nt;sg;ind,C
trängd,tränga,0_5,0_0,adj;pp;ut;sg;ind - adj;sint;pst;ut;sg;ind,verb;inf;actv,POS_PAIR_ERROR
högheligt,högheliga,0_10,0_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ängslas,ängslades,2_7,2_10,verb;imp - verb;inf;pasv - verb;pres;pasv - verb;inf;pasv - verb;pres;pasv,verb;past;pasv - verb;past;pasv,C
betyda,betydande,0_0,0_9,verb;inf;actv,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind - n;nt;sg;ind;cmp;compound-only-L,POS_PAIR_ERROR
täckte,täckas,0_1,0_11,verb;past;actv - adj;pp;m;sg;def - adj;sint;pst;m;sg;def,adj;sint;pst;un;pl;ind;gen - adj;sint;pst;un;pl;def;gen - adj;sint;pst;fn;sg;def;gen - verb;inf;pasv - verb;inf;pasv,C
förskräcka,förskräckas,0_0,0_11,verb;inf;actv,verb;inf;pasv - verb;inf;pasv,C
fört,förd,0_10,0_5,verb;supn;actv - adj;pp;nt;sg;ind - verb;inf;actv;cmp;compound-only-L,adj;pp;ut;sg;ind,C
förunnat,förunna,2_5,2_12,verb;supn;actv - adj;pp;nt;sg;ind,verb;imp - verb;inf;actv,C
Gera,Geras,2_12,2_7,np;top - np;top;compound-R,np;top;gen - np;top;gen;compound-R,SRC_POS_ERROR TGT_POS_ERROR
tvistefråga,tvistefrågas,0_0,0_11,n;ut;sg;ind - n;ut;sg;ind;compound-R,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R,C
förbunds,förbundet,1_2,1_8,n;nt;sg;ind;gen - n;nt;pl;ind;gen - n;nt;sg;ind;gen;compound-R - n;nt;pl;ind;gen;compound-R - n;nt;sg;ind;cmp;compound-only-L,n;nt;sg;def - n;nt;sg;def;compound-R - adj;pp;nt;sg;ind - adj;sint;pst;nt;sg;ind,C
utgivet,utgivas,0_2,0_11,adj;pp;nt;sg;ind - adj;pp;nt;sg;ind,verb;inf;pasv,POS_PAIR_ERROR
darra,darrande,2_12,2_8,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind - n;nt;sg;ind;cmp;compound-only-L,POS_PAIR_ERROR
hednafolkens,hednafolk,1_6,1_1,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
härjade,härjande,2_11,2_8,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;m;sg;def - adj;pst;fn;sg;def,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,C
grumlade,grumlen,2_11,2_14,,,TGT_LEXICAL_ERROR
Semeskällans,Semeskällan,1_2,1_1,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Semidas,Semida,0_11,0_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
väldigheterna,väldigheter,1_5,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
bekräfta,bekräftar,2_12,2_9,verb;imp - verb;inf;actv,verb;pres;actv,C
starka,starke,0_0,0_5,adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,adj;sint;pst;m;sg;def,C
verke,verkar,2_15,2_9,,,SRC_LEXICAL_ERROR
förnimmas,förnimmen,0_11,0_6,,,TGT_LEXICAL_ERROR
överhet,överheter,1_1,1_0,n;ut;sg;ind - n;ut;sg;ind;compound-R,n;ut;pl;ind - n;ut;pl;ind;compound-R,C
hörn,höre,0_6,0_5,,,TGT_LEXICAL_ERROR
skölden,sköldarna,1_7,1_4,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;pl;def - n;ut;pl;def;compound-R,C
stige,stig,0_5,0_2,verb;prs;actv - verb;pis;actv,verb;imp - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,C
förhärligen,förhärliga,2_14,2_12,,,SRC_LEXICAL_ERROR
sökte,söke,0_1,0_5,,,TGT_LEXICAL_ERROR
förkrossade,förkrossad,0_1,0_5,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;m;sg;def - adj;pst;fn;sg;def,adj;pp;ut;sg;ind - adj;pst;ut;sg;ind,C
hörda,hört,0_0,0_10,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,verb;supn;actv - adj;pp;nt;sg;ind,C
krossade,krossades,2_11,2_10,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,C
drakens,drakar,1_6,1_0,n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R,n;ut;pl;ind - n;ut;pl;ind;compound-R,C
välsignar,välsignade,2_9,2_11,verb;pres;actv,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;m;sg;def - adj;pst;fn;sg;def,C
ropen,rop,2_14,2_2,n;nt;pl;def - n;nt;pl;def;compound-R,n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,C
upplåter,upplåtna,0_8,0_0,verb;pres;actv,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,POS_PAIR_ERROR
