src word,tgt word,src slot,tgt slot,src apertium tags,tgt apertium tags,annotation
weisen,weises,0_0,0_8,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix - n;m;sg;gen;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;dat;lower - n;m;pl;acc;lower - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;m;sg;gen;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;dat;lower;compound-R - n;m;pl;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix,C
zerbrechen,zerbrechest,0_0,0_2,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;prs;p2;sg,C
ewigem,ewigen,0_7,0_0,adj;sint;m;sg;dat;st - adj;sint;nt;sg;dat;st,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,C
Baden,Bad,0_0,0_12,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,POS_PAIR_ERROR
abtrünniges,abtrünnigen,0_8,0_0,adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - n;m;sg;gen;lower - n;m;sg;acc;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;dat;lower - n;m;pl;acc;lower - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R - n;m;sg;gen;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;dat;lower;compound-R - n;m;pl;acc;lower;compound-R,C
Bete,Betet,0_3,0_9,n;f;sg;nom - n;f;sg;gen - n;f;sg;dat - n;f;sg;acc - verb;imp;sg - n;f;sg;cmp;compound-only-L - n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,C
heiß,heißes,0_12,0_8,adj;sint - adj;sint;attr - adj;sint;pred - verb;imp;sg,adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix,C
Meinem,Mein,0_7,0_12,det;pos;p1;m;sg;dat - det;pos;p1;nt;sg;dat - det;pos;m;sg;dat - det;pos;nt;sg;dat,det;pos;m;sg;nom - det;pos;nt;sg;nom - det;pos;nt;sg;acc - verb;imp;sg,SRC_POS_ERROR
Baals,Baala,1_2,1_5,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
stärker,stärkte,0_5,0_4,adj;sint;comp;attr - adj;sint;comp;pred,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,POS_PAIR_ERROR
gehorchest,gehorchte,0_2,0_4,verb;prs;p2;sg,verb;pp - verb;pp - verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,C
fürchtet,fürchten,0_6,0_0,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,C
Jakobs,Jakob,1_2,1_0,np;ant;m;sg;gen - np;ant;m;pl;nom - np;ant;m;pl;gen - np;ant;m;pl;dat - np;ant;m;pl;acc,np;ant;m;sg;nom - np;ant;m;sg;dat - np;ant;m;sg;acc,SRC_POS_ERROR TGT_POS_ERROR
verachtest,verachtet,0_2,0_9,verb;pri;p2;sg - verb;prs;p2;sg,verb;pp - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,C
abgesonderte,abgesondert,0_3,0_12,verb;pp,verb;sep;pp,C
erforsche,erforschet,0_3,0_9,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;prs;p2;pl,C
treib,treibt,0_12,0_6,verb;imp;sg,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
Salbe,Salbe,0_3,0_3,n;f;sg;nom - n;f;sg;gen - n;f;sg;dat - n;f;sg;acc - n;f;sg;cmp;compound-only-L - n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,n;f;sg;nom - n;f;sg;gen - n;f;sg;dat - n;f;sg;acc - n;f;sg;cmp;compound-only-L - n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,C
auszog,auszogen,0_12,0_0,verb;sep;fs;pii;p1;sg - verb;sep;fs;pii;p3;sg,verb;sep;fs;pii;p1;pl - verb;sep;fs;pii;p3;pl,C
braucht,brauche,0_6,0_3,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,n;m;sg;dat;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;m;sg;dat;lower;compound-R,C
behauener,behauene,0_5,0_3,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Lobet,Lob,0_9,0_12,verb;prs;p2;pl,n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - verb;imp;sg - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,C
Gebotes,Gebote,0_8,0_3,n;nt;sg;gen - n;nt;sg;gen;lower - n;nt;sg;gen;lower;compound-R,n;nt;sg;dat - n;nt;pl;nom - n;nt;pl;gen - n;nt;pl;acc - n;nt;sg;dat;lower - n;nt;pl;nom;lower - n;nt;pl;gen;lower - n;nt;pl;acc;lower - n;nt;sg;dat;lower;compound-R - n;nt;pl;nom;lower;compound-R - n;nt;pl;gen;lower;compound-R - n;nt;pl;acc;lower;compound-R,C
sehe,sehet,0_3,0_9,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;prs;p2;pl,C
verbannten,verbannt,0_11,0_6,verb;pp - verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,verb;pp - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
reißen,reiß,0_0,0_12,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;imp;sg,C
harrten,harrt,0_11,0_6,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
weigerst,weigerte,0_10,0_4,verb;pri;p2;sg - verb;prs;p2;sg,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,C
verunreinigten,verunreinigte,0_11,0_4,verb;pp - verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,verb;pp - verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,C
fastetet,fastetest,0_9,0_2,verb;pii;p2;pl - verb;pis;p2;pl,verb;pii;p2;sg - verb;pis;p2;sg,C
ausgereckter,ausgereckte,0_5,0_3,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
vorstehe,vorstehen,0_3,0_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Töpfe,Töpfen,0_3,0_0,n;m;pl;nom - n;m;pl;gen - n;m;pl;acc - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,n;m;pl;dat - n;m;pl;dat;lower - n;m;pl;dat;lower;compound-R,C
schwach,schwache,0_12,0_3,adv; - adj;sint - adj;sint;attr - adj;sint;pred,adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,C
Ältere,Älteren,0_3,0_0,adj;sint;comp;m;sg;nom;sw - adj;sint;comp;m;pl;nom;st - adj;sint;comp;m;pl;acc;st - adj;sint;comp;f;sg;nom;st - adj;sint;comp;f;sg;nom;sw - adj;sint;comp;f;sg;nom;mix - adj;sint;comp;f;sg;acc;st - adj;sint;comp;f;sg;acc;sw - adj;sint;comp;f;sg;acc;mix - adj;sint;comp;f;pl;nom;st - adj;sint;comp;f;pl;acc;st - adj;sint;comp;nt;sg;nom;sw - adj;sint;comp;nt;sg;acc;sw,adj;sint;comp;m;sg;gen;st - adj;sint;comp;m;sg;gen;sw - adj;sint;comp;m;sg;gen;mix - adj;sint;comp;m;sg;dat;sw - adj;sint;comp;m;sg;dat;mix - adj;sint;comp;m;sg;acc;st - adj;sint;comp;m;sg;acc;sw - adj;sint;comp;m;sg;acc;mix - adj;sint;comp;m;pl;nom;sw - adj;sint;comp;m;pl;nom;mix - adj;sint;comp;m;pl;gen;sw - adj;sint;comp;m;pl;gen;mix - adj;sint;comp;m;pl;dat;st - adj;sint;comp;m;pl;dat;sw - adj;sint;comp;m;pl;dat;mix - adj;sint;comp;m;pl;acc;sw - adj;sint;comp;m;pl;acc;mix - adj;sint;comp;nt;sg;gen;st - adj;sint;comp;nt;sg;gen;sw - adj;sint;comp;nt;sg;gen;mix - adj;sint;comp;nt;sg;dat;sw - adj;sint;comp;nt;sg;dat;mix - adj;sint;comp;nt;pl;nom;sw - adj;sint;comp;nt;pl;nom;mix - adj;sint;comp;nt;pl;gen;sw - adj;sint;comp;nt;pl;gen;mix - adj;sint;comp;nt;pl;dat;sw - adj;sint;comp;nt;pl;dat;mix - adj;sint;comp;nt;pl;acc;sw - adj;sint;comp;nt;pl;acc;mix - adj;sint;comp;f;sg;gen;sw - adj;sint;comp;f;sg;gen;mix - adj;sint;comp;f;sg;dat;sw - adj;sint;comp;f;sg;dat;mix - adj;sint;comp;f;pl;nom;sw - adj;sint;comp;f;pl;nom;mix - adj;sint;comp;f;pl;gen;sw - adj;sint;comp;f;pl;gen;mix - adj;sint;comp;f;pl;dat;st - adj;sint;comp;f;pl;dat;sw - adj;sint;comp;f;pl;dat;mix - adj;sint;comp;f;pl;acc;sw - adj;sint;comp;f;pl;acc;mix,C
bekehrt,bekehrst,0_6,0_10,verb;pp - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,verb;pri;p2;sg,C
kehren,kehret,0_0,0_9,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,verb;prs;p2;pl,C
kämpfte,kämpfen,0_4,0_0,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,verb;inf - n;m;pl;dat;lower - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;m;pl;dat;lower;compound-R - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,C
ihrer,ihrem,0_5,0_7,det;pos;p3;m;pl;gen - det;pos;p3;f;pl;gen - det;pos;p3;f;sg;gen - det;pos;p3;f;sg;dat - det;pos;f;sg;gen - det;pos;f;sg;dat - det;pos;mfn;pl;gen - prn;pers;p3;mf;pl;gen - prn;pers;p3;f;sg;gen,det;pos;m;sg;dat - det;pos;nt;sg;dat,TGT_POS_ERROR
verwerfe,verwerfe,0_3,0_3,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,C
hanget,hangt,0_9,0_6,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
austeile,austeilten,0_3,0_11,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
säume,säumt,0_3,0_6,n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
baute,bauest,0_4,0_2,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,verb;prs;p2;sg,C
verblendeten,verblendete,0_0,0_3,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ältester,ältesten,0_5,0_0,adj;sint;sup;m;sg;nom;st - adj;sint;sup;m;sg;nom;mix - adj;sint;sup;m;pl;gen;st - adj;sint;sup;f;sg;gen;st - adj;sint;sup;f;sg;dat;st - adj;sint;sup;f;pl;gen;st - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,adj;sint;sup;attr - adj;sint;sup;pred - adj;sint;sup;m;sg;gen;st - adj;sint;sup;m;sg;gen;sw - adj;sint;sup;m;sg;gen;mix - adj;sint;sup;m;sg;dat;sw - adj;sint;sup;m;sg;dat;mix - adj;sint;sup;m;sg;acc;st - adj;sint;sup;m;sg;acc;sw - adj;sint;sup;m;sg;acc;mix - adj;sint;sup;m;pl;nom;sw - adj;sint;sup;m;pl;nom;mix - adj;sint;sup;m;pl;gen;sw - adj;sint;sup;m;pl;gen;mix - adj;sint;sup;m;pl;dat;st - adj;sint;sup;m;pl;dat;sw - adj;sint;sup;m;pl;dat;mix - adj;sint;sup;m;pl;acc;sw - adj;sint;sup;m;pl;acc;mix - adj;sint;sup;nt;sg;gen;st - adj;sint;sup;nt;sg;gen;sw - adj;sint;sup;nt;sg;gen;mix - adj;sint;sup;nt;sg;dat;sw - adj;sint;sup;nt;sg;dat;mix - adj;sint;sup;nt;pl;nom;sw - adj;sint;sup;nt;pl;nom;mix - adj;sint;sup;nt;pl;gen;sw - adj;sint;sup;nt;pl;gen;mix - adj;sint;sup;nt;pl;dat;sw - adj;sint;sup;nt;pl;dat;mix - adj;sint;sup;nt;pl;acc;sw - adj;sint;sup;nt;pl;acc;mix - adj;sint;sup;f;sg;gen;sw - adj;sint;sup;f;sg;gen;mix - adj;sint;sup;f;sg;dat;sw - adj;sint;sup;f;sg;dat;mix - adj;sint;sup;f;pl;nom;sw - adj;sint;sup;f;pl;nom;mix - adj;sint;sup;f;pl;gen;sw - adj;sint;sup;f;pl;gen;mix - adj;sint;sup;f;pl;dat;st - adj;sint;sup;f;pl;dat;sw - adj;sint;sup;f;pl;dat;mix - adj;sint;sup;f;pl;acc;sw - adj;sint;sup;f;pl;acc;mix - n;m;sg;gen;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;dat;lower - n;m;pl;acc;lower - n;m;sg;gen;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;dat;lower;compound-R - n;m;pl;acc;lower;compound-R,C
zerbrochenes,zerbrochenes,0_8,0_8,verb;pp - adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix,verb;pp - adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix,C
Wort,Worte,0_12,0_3,n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,n;nt;sg;dat - n;nt;pl;nom - n;nt;pl;gen - n;nt;pl;acc - n;nt;sg;dat;lower - n;nt;pl;nom;lower - n;nt;pl;gen;lower - n;nt;pl;acc;lower - n;nt;sg;dat;lower;compound-R - n;nt;pl;nom;lower;compound-R - n;nt;pl;gen;lower;compound-R - n;nt;pl;acc;lower;compound-R,C
gebiete,gebietet,0_3,0_9,verb;imp;sg - n;nt;sg;dat;lower - n;nt;pl;nom;lower - n;nt;pl;gen;lower - n;nt;pl;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;nt;sg;dat;lower;compound-R - n;nt;pl;nom;lower;compound-R - n;nt;pl;gen;lower;compound-R - n;nt;pl;acc;lower;compound-R,verb;pp - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,C
erleuchtet,erleuchten,0_9,0_0,verb;pp - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,C
deckst,deckten,0_10,0_11,verb;pri;p2;sg,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,C
verdorren,verdorrten,0_0,0_11,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
seit,seiest,0_6,0_2,,,TGT_LEXICAL_ERROR
neuen,neues,0_0,0_8,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix,C
drängest,drängten,0_2,0_11,verb;prs;p2;sg,verb;pis;p1;pl - verb;pis;p3;pl - verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,C
fange,fangen,0_3,0_0,n;m;sg;dat;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;m;sg;dat;lower;compound-R,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,C
können,könnte,0_0,0_4,verb;inf - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;pis;p1;sg - verb;pis;p3;sg,C
Reichs,Reiches,0_1,0_8,n;nt;sg;gen - n;nt;sg;cmp;compound-only-L - n;nt;sg;gen;lower - n;nt;sg;gen;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,n;nt;sg;gen - n;nt;sg;gen;lower - adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix - n;nt;sg;gen;lower;compound-R,C
weißer,weißt,0_5,0_6,adj;sint;comp;attr - adj;sint;comp;pred - adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st,verb;pri;p2;sg,POS_PAIR_ERROR
