src word,tgt word,src slot,tgt slot,src apertium tags,tgt apertium tags,annotation
hreinsi,hreinsaði,1_7,1_11,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,C
boði,boðaði,1_7,1_11,n;nt;sg;dat;ind - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,C
álít,álíta,1_0,1_14,verb;actv;pri;p1;sg - verb;actv;imp;p2;sg,verb;actv;inf - verb;actv;pri;p3;pl,C
blindur,blindu,1_12,1_17,adj;pst;m;sg;nom;sta,adj;pst;nt;sg;dat;sta,C
leiðtogum,leiðtogi,1_2,1_7,n;m;pl;dat;ind,n;m;sg;nom;ind,C
helgar,helga,1_9,1_14,n;f;pl;nom;ind - n;f;pl;acc;ind - adj;pst;f;pl;nom;sta - adj;pst;f;pl;acc;sta,n;f;pl;gen;ind - adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,C
feðra,feðra,1_14,1_14,n;m;pl;gen;ind,n;m;pl;gen;ind,C
gæti,gæti,0_15,0_15,verb;actv;inf - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;inf - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,C
dauðum,dauðir,1_2,1_4,adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,adj;pst;m;pl;nom;sta,C
geymir,geyma,0_8,0_20,n;m;sg;nom;ind,n;m;pl;acc;ind - n;m;pl;gen;ind,C
sjúkur,sjúku,1_12,1_17,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
gjörður,gjörðan,1_12,1_3,verb;actv;pp;m;sg;nom;sta,verb;actv;pp;m;sg;acc;sta,C
þekkt,þekkist,0_17,0_7,verb;actv;supn - adj;pst;f;sg;nom;sta - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta - verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,verb;midv;inf - verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p2;pl - verb;midv;pri;p3;sg - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl,C
eins,einum,1_13,1_2,adv; - num;m;sg;gen - num;nt;sg;gen - adj;pst;m;sg;gen;sta - adj;pst;nt;sg;gen;sta,num;m;sg;dat - adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,C
þungir,þungt,1_4,1_0,adj;pst;m;pl;nom;sta,adv; - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,C
veiku,veikur,1_17,1_12,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;dat;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,adj;pst;m;sg;nom;sta,C
greinum,greinar,1_2,1_9,n;f;pl;dat;ind - verb;actv;pri;p1;pl - verb;actv;prs;p1;pl - n;m;pl;dat;ind,n;f;sg;gen;ind - n;f;pl;nom;ind - n;f;pl;acc;ind - n;m;pl;nom;ind,C
ættfeðurnir,ættfeðurna,1_4,1_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
segist,segja,0_7,0_6,verb;midv;inf - verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p2;pl - verb;midv;pri;p3;sg - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl,verb;actv;inf - verb;actv;pri;p3;pl,C
pyngju,pyngjur,1_17,1_12,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
göfugur,göfugt,1_12,1_0,adj;pst;m;sg;nom;sta,adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,C
dómstóla,dómstóli,1_14,1_7,,,TGT_LEXICAL_ERROR
metið,metur,1_15,1_12,verb;midv;supn - n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl - verb;actv;pp;m;pl;nom;sta - verb;actv;pp;m;pl;acc;sta,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg,C
Ísrael,Ísraels,1_0,1_13,np;top;nt;sg;nom - np;top;nt;sg;acc,np;top;nt;sg;gen,SRC_POS_ERROR TGT_POS_ERROR
Ammínadab,Ammínadabs,1_0,1_13,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
mæður,mæðist,0_16,0_7,,,TGT_LEXICAL_ERROR
felst,felið,0_12,0_19,verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p3;sg,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,C
fljótir,fljótt,0_8,0_17,verb;actv;prs;p2;sg - adj;pst;m;pl;nom;sta,adv; - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,C
mannfjölda,mannfjöldi,1_14,1_7,n;m;sg;acc;ind - n;m;sg;dat;ind - n;m;sg;gen;ind,n;m;sg;nom;ind,C
bréfunum,bréf,1_1,1_0,n;nt;pl;dat;def,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,C
huggað,huggaði,1_8,1_11,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Sel,Sela,1_0,1_14,,,TGT_LEXICAL_ERROR
öndunum,öndum,1_1,1_2,n;f;pl;dat;def,n;f;pl;dat;ind - verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,C
Daginn,Dagurinn,1_5,1_16,n;m;sg;acc;def,n;m;sg;nom;def,C
þrengingunum,þrengingin,1_1,1_6,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
hjörtu,hjörtu,1_17,1_17,n;nt;pl;nom;ind - n;nt;pl;acc;ind,n;nt;pl;nom;ind - n;nt;pl;acc;ind,C
væri,væruð,1_7,1_18,verb;pss;p1;sg - verb;pss;p3;sg,verb;pss;p2;pl,C
brúður,brúðar,1_12,1_9,n;f;sg;nom;ind,n;f;sg;gen;ind,C
góðan,góði,1_3,1_7,adj;pst;m;sg;acc;sta,adj;pst;m;sg;nom;vei,C
skalt,skaltu,0_17,0_4,,,TGT_LEXICAL_ERROR
fái,fáist,0_15,0_7,verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;midv;pri;p2;pl - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl - verb;midv;imp;p2;pl,C
forgengilega,forgengilegan,1_14,1_3,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,adj;pst;m;sg;acc;sta,C
dúki,dúk,1_7,1_0,,,SRC_LEXICAL_ERROR
glaðan,glaðir,1_3,1_4,adj;pst;m;sg;acc;sta,adj;pst;m;pl;nom;sta,C
prestum,prestur,1_2,1_12,n;m;pl;dat;ind,n;m;sg;nom;ind,C
skapi,skapa,1_7,1_14,n;nt;sg;dat;ind - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;inf - n;nt;pl;gen;ind - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;actv;imp;p2;sg,C
safna,safnaði,1_14,1_11,verb;actv;inf - n;nt;pl;gen;ind - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;midv;imp;p2;sg,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;f;sg;nom;vei,C
hefðarsætin,hefðarsæti,1_6,1_7,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
þyrsti,þyrstan,1_7,1_3,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ásjónur,ásjóna,1_12,1_14,n;f;pl;nom;ind - n;f;pl;acc;ind,n;f;sg;nom;ind - n;f;pl;gen;ind,C
mínir,mínar,1_4,1_9,prn;pos;m;pl;nom,prn;pos;f;pl;nom - prn;pos;f;pl;acc,SRC_POS_ERROR TGT_POS_ERROR
hundunum,hundar,1_1,1_9,n;m;pl;dat;def,n;m;pl;nom;ind,C
heiðingjunum,heiðingja,1_1,1_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
skínið,skín,1_15,1_0,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;actv;pri;p1;sg - verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;imp;p2;sg,C
lærisveininn,lærisveinum,1_5,1_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
réttlátan,réttlát,1_3,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
hjálpræði,hjálpræðið,1_7,1_15,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
eilífar,eilífan,1_9,1_3,adj;pst;f;pl;nom;sta - adj;pst;f;pl;acc;sta,adj;pst;m;sg;acc;sta,C
biðjast,biðjið,0_11,0_19,verb;midv;inf - verb;midv;pri;p3;pl,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,C
krossfestu,krossfest,1_17,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
veika,veikt,1_14,1_0,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,adv; - verb;actv;supn - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta - verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,C
gróðursett,gróðursettu,1_0,1_17,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
básúnunum,básúnu,1_1,1_17,n;f;pl;dat;def,n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind,C
leyfið,leyfi,0_19,0_15,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;sg;dat;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,C
stund,stundið,1_0,1_15,,,TGT_LEXICAL_ERROR
opnað,opnaði,1_8,1_11,verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,C
þrengja,þrengir,0_6,0_8,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg - verb;midv;prs;p3;sg,C
veita,veitt,0_20,0_17,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;supn - verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,C
ríkið,ríki,0_19,0_15,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;sg;dat;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl - adj;pst;m;sg;nom;vei,C
sjálfs,sjálfa,1_13,1_14,prn;ref;m;sg;gen - prn;ref;nt;sg;gen,prn;ref;m;pl;acc - prn;ref;f;sg;acc,SRC_POS_ERROR TGT_POS_ERROR
andlegi,andleg,1_7,1_0,adj;pst;m;sg;nom;vei,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,C
leifum,leifunum,1_2,1_1,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
nautin,nauta,1_6,1_14,n;nt;pl;nom;def - n;nt;pl;acc;def,n;nt;pl;gen;ind,C
vanheilagur,vanheilagan,1_12,1_3,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
gengið,gengist,0_19,0_7,verb;actv;supn - n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,verb;midv;supn - verb;midv;pss;p1;sg - verb;midv;pss;p2;sg - verb;midv;pss;p3;sg,C
leitum,leit,1_2,1_0,n;f;pl;dat;ind - verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - verb;actv;past;p1;sg - verb;actv;past;p3;sg,C
trúa,trúum,0_20,0_1,verb;actv;inf - n;f;pl;gen;ind - verb;actv;pri;p3;pl,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,C
ungar,unga,1_9,1_14,adj;pst;f;pl;nom;sta - adj;pst;f;pl;acc;sta,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,C
lík,líkið,0_14,0_19,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;imp;p2;sg - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,C
hinar,hinum,1_9,1_2,prn;dem;f;pl;nom - prn;dem;f;pl;acc - det;def;f;pl;nom - det;def;f;pl;acc,prn;dem;m;sg;dat - prn;dem;m;pl;dat - prn;dem;f;pl;dat - prn;dem;nt;pl;dat - det;def;m;sg;dat - det;def;m;pl;dat - det;def;f;pl;dat - det;def;nt;pl;dat,SRC_POS_ERROR TGT_POS_ERROR
þröngt,þrönga,1_0,1_14,adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,C
óhreini,óhreinu,1_7,1_17,adj;pst;m;sg;nom;vei,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;dat;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,C
vondum,vondir,1_2,1_4,adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,adj;pst;m;pl;nom;sta,C
sjúku,sjúkan,1_17,1_3,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
neyttu,neytt,0_4,0_17,verb;actv;past;p3;pl - verb;actv;pss;p3;pl - verb;actv;imp;p2;sg - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;m;pl;acc;vei - verb;actv;pp;m;pl;dat;vei - verb;actv;pp;m;pl;gen;vei - verb;actv;pp;f;sg;acc;vei - verb;actv;pp;f;sg;dat;vei - verb;actv;pp;f;sg;gen;vei - verb;actv;pp;f;pl;nom;vei - verb;actv;pp;f;pl;acc;vei - verb;actv;pp;f;pl;dat;vei - verb;actv;pp;f;pl;gen;vei - verb;actv;pp;nt;sg;gen;sta - verb;actv;pp;nt;pl;nom;vei - verb;actv;pp;nt;pl;acc;vei - verb;actv;pp;nt;pl;dat;vei - verb;actv;pp;nt;pl;gen;vei,verb;actv;supn - verb;actv;supn - verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,C
andi,andinn,1_7,1_5,,,TGT_LEXICAL_ERROR
horfir,horfin,0_8,0_3,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,POS_PAIR_ERROR
hesta,hestum,1_14,1_2,n;m;pl;acc;ind - n;m;pl;gen;ind,n;m;pl;dat;ind,C
blessum,blessaði,1_2,1_11,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,C
hestum,hesta,1_2,1_14,n;m;pl;dat;ind,n;m;pl;acc;ind - n;m;pl;gen;ind,C
raust,raust,1_0,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
hégómamáls,hégómamál,1_13,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
sakfelli,sakfella,1_7,1_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
lok,lokið,1_0,1_15,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;supn - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,C
slíkur,slíkum,1_12,1_2,det;ind;m;sg;nom,det;ind;m;sg;dat - det;ind;m;pl;dat - det;ind;f;pl;dat - det;ind;nt;pl;dat,SRC_POS_ERROR TGT_POS_ERROR
Láttu,Láti,0_4,0_15,verb;actv;imp;p2;sg,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,C
heilir,heilum,1_4,1_2,adj;pst;m;pl;nom;sta,n;m;pl;dat;ind - adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,C
Blindi,Blindi,1_7,1_7,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,C
snúi,snúið,1_7,1_15,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;pss;p3;sg,verb;midv;supn - verb;actv;past;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl - verb;actv;pp;m;pl;nom;sta - verb;actv;pp;m;pl;acc;sta,C
spottaði,spotta,1_11,1_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
myrkri,myrkrið,1_7,1_15,n;nt;sg;dat;ind,n;nt;sg;nom;def - n;nt;sg;acc;def,C
prest,prests,1_0,1_13,n;m;sg;acc;ind,n;m;sg;gen;ind,C
gæta,gætt,0_20,0_17,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;supn,C
leyndardóma,leyndardóminn,1_14,1_5,n;m;pl;acc;def - n;m;pl;gen;def,n;m;sg;acc;ind,C
fóta,fótunum,1_14,1_1,n;m;pl;gen;ind,n;m;pl;dat;def,C
slíku,slíku,1_17,1_17,det;ind;nt;sg;dat,det;ind;nt;sg;dat,SRC_POS_ERROR TGT_POS_ERROR
Símeons,Símeons,1_13,1_13,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ætt,ættuð,1_0,1_18,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind,verb;actv;pss;p2;pl,POS_PAIR_ERROR
hve,hve,0_14,0_14,adv;itg,adv;itg,SRC_POS_ERROR TGT_POS_ERROR
sái,sá,0_15,0_14,,,SRC_LEXICAL_ERROR
hata,hatað,1_14,1_8,verb;actv;inf - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;actv;imp;p2;sg,verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,C
saurlifnaður,saurlifnaði,1_12,1_7,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
sakargiftir,sakargift,1_4,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
klædd,klædda,1_0,1_14,verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,verb;actv;pp;m;sg;acc;vei - verb;actv;pp;m;sg;dat;vei - verb;actv;pp;m;sg;gen;vei - verb;actv;pp;m;pl;acc;sta - verb;actv;pp;f;sg;nom;vei - verb;actv;pp;f;sg;acc;sta - verb;actv;pp;nt;sg;nom;vei - verb;actv;pp;nt;sg;acc;vei - verb;actv;pp;nt;sg;dat;vei - verb;actv;pp;nt;sg;gen;vei - adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,C
hásæti,hásætinu,1_7,1_10,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
vit,vita,0_14,0_20,verb;actv;imp;p2;sg,verb;actv;inf - verb;actv;pri;p3;pl,C
torgin,torgið,1_6,1_15,n;nt;pl;nom;def - n;nt;pl;acc;def,n;nt;sg;nom;def - n;nt;sg;acc;def,C
fengum,fengið,1_2,1_15,verb;actv;past;p1;pl,verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,C
reynist,reynir,0_7,0_8,verb;midv;inf - verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p2;pl - verb;midv;pri;p3;sg - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,C
grýta,grýtir,0_20,0_8,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
þagna,þagna,1_14,1_14,n;f;pl;gen;ind,n;f;pl;gen;ind,C
krafturinn,krafta,1_16,1_14,n;m;sg;nom;def,n;m;pl;acc;ind - n;m;pl;gen;ind,C
miskunnaði,miskunnað,1_11,1_8,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
hatar,hati,1_9,1_7,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,C
betla,betlaði,1_14,1_11,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
þungur,þungt,1_12,1_0,adj;pst;m;sg;nom;sta,adv; - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,C
faríseinn,farísear,1_5,1_9,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
bein,beina,1_0,1_14,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,C
öld,öldum,1_0,1_2,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind,n;f;pl;dat;ind - n;f;pl;dat;ind - verb;actv;pp;m;sg;gen;sta - verb;actv;pp;m;pl;gen;sta - verb;actv;pp;f;pl;gen;sta - verb;actv;pp;nt;pl;gen;sta,C
síið,sín,0_19,0_9,,,SRC_LEXICAL_ERROR
tönnum,tönn,1_2,1_0,n;f;pl;dat;ind,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind,C
reifað,reif,1_8,1_0,,,SRC_LEXICAL_ERROR
vorar,vor,1_9,1_0,,,SRC_LEXICAL_ERROR
