src word,tgt word,src slot,src msd,tgt slot,tgt msd,src apertium tags,tgt apertium tags,annotation
stötes,stöten,0_3,V;PASS;IND;PRS,0_6,ADJ;INDF;MASC+FEM;SG,verb;pres;pasv,n;ut;sg;def - n;ut;sg;def;compound-R,ERR_TGT_SLOT_ERROR
ingiven,ingivit,0_6,ADJ;INDF;MASC+FEM;SG,0_14,PRN;NEUT;SG,adj;pp;ut;sg;ind,verb;supn;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ordnad,ordnat,0_5,V.PTCP;PST,0_10,ADJ;INDF;NEUT;SG,adj;pp;ut;sg;ind,verb;supn;actv - adj;pp;nt;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
fariséer,fariséerna,1_0,N;INDF;PL,1_5,N;DEF;PL,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;pl;def - n;ut;pl;def;compound-R,ERR_SRC_SLOT_ERROR
betala,betalen,0_0,V;ACT;NFIN,0_6,ADJ;INDF;MASC+FEM;SG,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
slakt,slaktet,2_2,N;INDF;NOM;SG;COMPOUND,2_4,PRN;NOM;NEUT;SG,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
gripa,gripit,0_0,V;ACT;NFIN,0_14,PRN;NEUT;SG,verb;inf;actv,verb;supn;actv,ERR_TGT_SLOT_ERROR
överdrag,överdrager,0_2,V;ACT;NFIN;COMPOUND,0_8,V.CVB,verb;imp - n;nt;sg;ind - n;nt;pl;ind - verb;inf;actv;cmp;compound-only-L - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;pres;actv,ERR_TGT_SLOT_ERROR
näst,näsa,0_10,ADJ;INDF;NEUT;SG,0_0,V;ACT;NFIN,adv; - n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L - n;nt;sg;ind;cmp;compound-only-L,n;ut;sg;ind - n;ut;sg;ind;compound-R,ERR_TGT_SLOT_ERROR
stränga,strängare,0_0,V;ACT;NFIN,0_12,V.CVB;COMPV,verb;imp - verb;inf;actv - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,adj;sint;comp;un;sp,ERR_TGT_SLOT_ERROR
bocken,bockar,1_7,DET;SG,1_0,N;INDF;PL,n;ut;sg;def - n;ut;sg;def;compound-R,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
befriade,befriat,2_11,ADJ;DEF;PL,2_5,V.CVB;ACT,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;supn;actv - adj;pp;nt;sg;ind,ERR_TGT_SLOT_ERROR
handkvarnen,handkvarn,1_7,DET;SG,1_1,N;INDF;NOM;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
furstens,furstar,1_6,N;DEF;GEN;SG,1_0,N;INDF;PL,n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R,n;ut;pl;ind - n;ut;pl;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
draget,dragit,0_2,V;ACT;NFIN;COMPOUND,0_14,PRN;NEUT;SG,n;nt;sg;def - adj;pp;nt;sg;ind - n;nt;sg;def;compound-R - adj;sint;pst;nt;sg;ind,verb;supn;actv,ERR_TGT_SLOT_ERROR
konungavälde,konungaväldet,0_5,V.PTCP;PST,0_2,V;ACT;NFIN;COMPOUND,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
begär,begären,0_2,V;ACT;NFIN;COMPOUND,0_6,ADJ;INDF;MASC+FEM;SG,verb;imp - n;nt;sg;ind - n;nt;pl;ind - verb;pres;actv - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;nt;pl;def - n;nt;pl;def;compound-R,ERR_TGT_SLOT_ERROR
skälvande,skälver,0_9,V.PTCP;PRS,0_8,V.CVB,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;pres;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
uthärden,uthärda,2_14,N;DEF;SG,2_12,V;IMP,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
dåraktig,dåraktige,0_2,V;ACT;NFIN;COMPOUND,0_5,V.PTCP;PST,adj;sint;pst;ut;sg;ind,adj;sint;pst;m;sg;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Ba,Ba,2_12,V;IMP,2_12,V;IMP,adv; - np;cog - np;cog;compound-R,adv; - np;cog - np;cog;compound-R,SRC_POS_ERROR TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
utsaga,utsagan,0_0,V;ACT;NFIN,0_2,V;ACT;NFIN;COMPOUND,n;ut;sg;ind - n;ut;sg;ind;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
bryta,bryt,0_0,V;ACT;NFIN,0_2,V;ACT;NFIN;COMPOUND,verb;inf;actv,verb;imp - verb;inf;actv;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,ERR_TGT_SLOT_ERROR
talades,talet,2_10,V;PASS;IND;PST,2_4,PRN;NOM;NEUT;SG,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,n;nt;sg;def - n;nt;sg;def;compound-R,POS_PAIR_ERROR;TGT_SLOT_ERROR
avsöndrade,avsöndrar,2_11,ADJ;DEF;PL,2_9,V;ACT;IND;PRS,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;pres;actv,ERR_TGT_SLOT_ERROR
torrt,torr,0_10,ADJ;INDF;NEUT;SG,0_2,V;ACT;NFIN;COMPOUND,adj;sint;pst;nt;sg;ind,adj;sint;pst;ut;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
försyndade,försyndat,2_11,ADJ;DEF;PL,2_5,V.CVB;ACT,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
bundet,bundo,0_2,V;ACT;NFIN;COMPOUND,0_15,ADJ;INDF;NOM;PL,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
tillkalla,tillkallade,2_12,V;IMP,2_11,ADJ;DEF;PL,verb;imp - verb;inf;actv,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,ERR_SRC_SLOT_ERROR
räknades,räknade,2_10,V;PASS;IND;PST,2_11,ADJ;DEF;PL,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,MAPPED_POS_PAIR_ERROR
skölja,sköljt,0_0,V;ACT;NFIN,0_10,ADJ;INDF;NEUT;SG,verb;inf;actv,verb;supn;actv - adj;pp;nt;sg;ind,ERR_TGT_SLOT_ERROR
förkunnar,förkunna,2_9,V;ACT;IND;PRS,2_12,V;IMP,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,verb;imp - verb;inf;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
verkar,verka,2_9,V;ACT;IND;PRS,2_12,V;IMP,verb;pres;actv,verb;imp - verb;inf;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
levande,lever,0_9,V.PTCP;PRS,0_8,V.CVB,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind - n;nt;sg;ind;cmp;compound-only-L,verb;pres;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,PARADIGM_ERROR;TGT_SLOT_ERROR
nedgång,nedgången,1_1,N;INDF;NOM;SG,1_7,DET;SG,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;sg;def - n;ut;sg;def;compound-R - adj;sint;pst;ut;sg;ind,ERR_SRC_SLOT_ERROR
bruke,brukar,2_15,ADJ;DEF;MASC;SG,2_9,V;ACT;IND;PRS,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
öppnat,öppnad,2_5,V.CVB;ACT,2_3,PRN,verb;supn;actv - adj;pp;nt;sg;ind,adj;pp;ut;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
undervisning,undervisar,2_0,PRN;SG,2_9,V;ACT;IND;PRS,n;ut;sg;ind - n;ut;sg;ind;compound-R,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
cederplankor,cederplanka,0_13,ADJ;PRS;GEN,0_0,V;ACT;NFIN,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
världen,världs,1_7,DET;SG,1_2,N;INDF;GEN;PL,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - n;ut;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
lägges,lägge,0_3,V;PASS;IND;PRS,0_5,V.PTCP;PST,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
inred,inreda,0_2,V;ACT;NFIN;COMPOUND,0_0,V;ACT;NFIN,verb;imp - verb;inf;actv;cmp;compound-only-L,verb;inf;actv,C
Anas,Aner,0_11,ADJ;INDF;GEN;PL,0_8,V.CVB,np;cog;gen - np;top;gen - np;cog;gen;compound-R - np;top;gen;compound-R - verb;inf;pasv - verb;pres;pasv,np;ant;m - np;ant;m;compound-R,TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
förtär,förtärd,0_2,V;ACT;NFIN;COMPOUND,0_5,V.PTCP;PST,verb;imp - verb;pres;actv - verb;inf;actv;cmp;compound-only-L,adj;pp;ut;sg;ind,ERR_TGT_SLOT_ERROR
del,delar,2_2,N;INDF;NOM;SG;COMPOUND,2_9,V;ACT;IND;PRS,np;attr - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,ERR_TGT_SLOT_ERROR
lågan,lågande,0_2,V;ACT;NFIN;COMPOUND,0_9,V.PTCP;PRS,n;ut;sg;def - n;ut;sg;def;compound-R,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sus,sus,0_2,V;ACT;NFIN;COMPOUND,0_2,V;ACT;NFIN;COMPOUND,n;nt;sg;ind - n;nt;sg;ind;gen - n;nt;sg;ind;compound-R - n;nt;sg;ind;gen;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;nt;sg;ind - n;nt;sg;ind;gen - n;nt;sg;ind;compound-R - n;nt;sg;ind;gen;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,C
förtvinade,förtvina,2_11,ADJ;DEF;PL,2_12,V;IMP,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;imp - verb;inf;actv,ERR_TGT_SLOT_ERROR
förföljda,förfölja,0_0,V;ACT;NFIN,0_0,V;ACT;NFIN,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,verb;inf;actv,POS_PAIR_ERROR;SRC_SLOT_ERROR
bergsklyftor,bergsklyftan,0_13,ADJ;PRS;GEN,0_2,V;ACT;NFIN;COMPOUND,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
doppar,doppade,2_9,V;ACT;IND;PRS,2_11,ADJ;DEF;PL,verb;pres;actv,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,ERR_SRC_SLOT_ERROR
sörjer,sörja,0_8,V.CVB,0_0,V;ACT;NFIN,verb;pres;actv,verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR
föden,föda,0_6,ADJ;INDF;MASC+FEM;SG,0_0,V;ACT;NFIN,,,UNK_SRC_SLOT_ERROR;SRC_LEXICAL_ERROR
hälen,häl,1_7,DET;SG,1_1,N;INDF;NOM;SG,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sändas,sänder,0_11,ADJ;INDF;GEN;PL,0_8,V.CVB,adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;fn;sg;def;gen - verb;inf;pasv,verb;pres;actv,ERR_TGT_SLOT_ERROR
bildade,bildat,2_11,ADJ;DEF;PL,2_5,V.CVB;ACT,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;m;sg;def - adj;pst;fn;sg;def,verb;supn;actv - adj;pp;nt;sg;ind - adj;pst;nt;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
röken,rök,0_6,ADJ;INDF;MASC+FEM;SG,0_2,V;ACT;NFIN;COMPOUND,n;ut;sg;def - n;ut;sg;def;compound-R,verb;imp - n;ut;sg;ind - verb;past;actv - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,ERR_SRC_SLOT_ERROR
bäddat,bädden,2_5,V.CVB;ACT,2_14,N;DEF;SG,verb;supn;actv - adj;pp;nt;sg;ind,n;ut;sg;def - n;ut;sg;def;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ena,enhet,0_0,V;ACT;NFIN,0_7,PRN;INDF;GEN;PL,adv; - verb;imp - verb;inf;actv - det;ind;un;pl - det;qnt;un;sg;def - prn;def;un;pl;nom - prn;def;nt;sg;nom - prn;def;ut;sg;nom - verb;inf;actv;cmp;compound-only-L,n;ut;sg;ind - n;ut;sg;ind;compound-R,ERR_TGT_SLOT_ERROR
tröstat,tröstar,2_5,V.CVB;ACT,2_9,V;ACT;IND;PRS,verb;supn;actv - adj;pp;nt;sg;ind,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR
släppt,släppe,0_10,ADJ;INDF;NEUT;SG,0_5,V.PTCP;PST,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
gladas,glad,0_11,ADJ;INDF;GEN;PL,0_2,V;ACT;NFIN;COMPOUND,n;ut;sg;ind;gen - adj;sint;pst;un;pl;ind;gen - adj;sint;pst;un;pl;def;gen - adj;sint;pst;fn;sg;def;gen - n;ut;sg;ind;gen;compound-R,n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - adj;sint;pst;ut;sg;ind - n;ut;sg;ind;cmp - n;ut;sg;ind;cmp;compound-only-L,TGT_SLOT_ERROR
flikarna,flik,1_4,N;DEF;NOM;PL,1_1,N;INDF;NOM;SG,n;ut;pl;def - n;ut;pl;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,ERR_TGT_SLOT_ERROR
upphäven,upphäva,0_6,ADJ;INDF;MASC+FEM;SG,0_0,V;ACT;NFIN,,,UNK_SRC_SLOT_ERROR;SRC_LEXICAL_ERROR
kallar,kallades,2_9,V;ACT;IND;PRS,2_10,V;PASS;IND;PST,verb;pres;actv,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,ERR_SRC_SLOT_ERROR
bo,bon,0_2,V;ACT;NFIN;COMPOUND,0_6,ADJ;INDF;MASC+FEM;SG,verb;imp - verb;inf;actv - n;nt;sg;ind - verb;inf;actv;cmp;compound-only-L,n;nt;pl;ind - verb;inf;actv;cmp;compound-only-L,TGT_SLOT_ERROR
hopfogade,hopfogad,0_1,V;ACT;IND;PST,0_5,V.PTCP;PST,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,adj;pp;ut;sg;ind,ERR_TGT_SLOT_ERROR
vederkvickande,vederkvicka,0_9,V.PTCP;PRS,0_0,V;ACT;NFIN,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;inf;actv,ERR_SRC_SLOT_ERROR
Samla,Samle,0_0,V;ACT;NFIN,0_5,V.PTCP;PST,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
synas,synes,0_11,ADJ;INDF;GEN;PL,0_3,V;PASS;IND;PRS,verb;inf;pasv - verb;pres;pasv - verb;inf;pasv,verb;imp - verb;pres;pasv,ERR_TGT_SLOT_ERROR
fören,föra,0_6,ADJ;INDF;MASC+FEM;SG,0_0,V;ACT;NFIN,n;ut;sg;def - n;nt;pl;ind - n;ut;sg;def;compound-R - n;nt;pl;ind;compound-R - verb;inf;actv;cmp;compound-only-L,verb;inf;actv,PARADIGM_ERROR;SRC_SLOT_ERROR
gosse,gossarna,1_1,N;INDF;NOM;SG,1_4,N;DEF;NOM;PL,n;ut;sg;ind - n;ut;sg;ind;compound-R,n;ut;pl;def - n;ut;pl;def;compound-R,ERR_SRC_SLOT_ERROR
dårat,dåra,2_5,V.CVB;ACT,2_12,V;IMP,verb;supn;actv - adj;pp;nt;sg;ind,verb;imp - verb;inf;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
inbjudna,inbjuda,0_0,V;ACT;NFIN,0_0,V;ACT;NFIN,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,verb;inf;actv,POS_PAIR_ERROR;SRC_SLOT_ERROR
rättssak,rättssaker,0_2,V;ACT;NFIN;COMPOUND,0_8,V.CVB,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;pl;ind - n;ut;pl;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
uträckas,uträckt,0_11,ADJ;INDF;GEN;PL,0_10,ADJ;INDF;NEUT;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
förfärat,förfäras,2_5,V.CVB;ACT,2_7,V;PASS;NFIN,verb;supn;actv - adj;pp;nt;sg;ind,verb;imp - verb;inf;pasv - verb;pres;pasv - verb;inf;pasv - verb;pres;pasv,ERR_SRC_SLOT_ERROR
prisas,prise,2_7,V;PASS;NFIN,2_15,ADJ;DEF;MASC;SG,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
utfärdas,utfärdad,2_7,V;PASS;NFIN,2_3,PRN,verb;inf;pasv - verb;pres;pasv,adj;pp;ut;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
fälla,fälld,0_0,V;ACT;NFIN,0_5,V.PTCP;PST,verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R,adj;pp;ut;sg;ind,ERR_TGT_SLOT_ERROR
basun,basunerna,1_1,N;INDF;NOM;SG,1_5,N;DEF;PL,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;pl;def - n;ut;pl;def;compound-R,ERR_SRC_SLOT_ERROR
rusande,rusar,2_8,ADJ;PRS,2_9,V;ACT;IND;PRS,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;pres;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
bed,bedes,0_2,V;ACT;NFIN;COMPOUND,0_3,V;PASS;IND;PRS,verb;imp - verb;inf;actv;cmp;compound-only-L,verb;prs;pasv - verb;pres;pasv,C
ärat,ära,2_5,V.CVB;ACT,2_12,V;IMP,verb;supn;actv - adj;pp;nt;sg;ind - adj;pst;nt;sg;ind,verb;imp - verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR
löjet,löje,0_2,V;ACT;NFIN;COMPOUND,0_5,V.PTCP;PST,n;nt;sg;def - n;nt;sg;def;compound-R,n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,SRC_SLOT_ERROR;TGT_SLOT_ERROR
verket,verke,2_4,PRN;NOM;NEUT;SG,2_15,ADJ;DEF;MASC;SG,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
förspillde,förspilld,0_1,V;ACT;IND;PST,0_5,V.PTCP;PST,verb;past;actv - adj;pp;m;sg;def,adj;pp;ut;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
åtfölja,åtföljde,0_0,V;ACT;NFIN,0_1,V;ACT;IND;PST,verb;inf;actv,verb;past;actv - adj;pp;m;sg;def,ERR_TGT_SLOT_ERROR
släpar,släpet,2_9,V;ACT;IND;PRS,2_4,PRN;NOM;NEUT;SG,verb;pres;actv,n;nt;sg;def - n;nt;sg;def;compound-R,ERR_SRC_SLOT_ERROR
kuvat,kuvar,2_5,V.CVB;ACT,2_9,V;ACT;IND;PRS,verb;supn;actv - adj;pp;nt;sg;ind,verb;pres;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vännen,vännen,1_7,DET;SG,1_7,DET;SG,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
talas,tala,2_7,V;PASS;NFIN,2_12,V;IMP,verb;inf;pasv - verb;pres;pasv,verb;imp - verb;inf;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ljudet,ljudit,0_2,V;ACT;NFIN;COMPOUND,0_14,PRN;NEUT;SG,n;nt;sg;def - n;nt;sg;def;compound-R,verb;supn;actv,ERR_TGT_SLOT_ERROR
förlåt,förlåtas,0_2,V;ACT;NFIN;COMPOUND,0_11,ADJ;INDF;GEN;PL,ij; - verb;imp - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;inf;pasv,ERR_TGT_SLOT_ERROR
bävande,bävar,2_8,ADJ;PRS,2_9,V;ACT;IND;PRS,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;pres;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hinden,hindens,1_7,DET;SG,1_6,N;DEF;GEN;SG,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ansikten,ansikte,0_6,ADJ;INDF;MASC+FEM;SG,0_5,V.PTCP;PST,n;nt;pl;ind - n;nt;pl;ind;compound-R,n;nt;sg;ind - n;nt;sg;ind;compound-R,ERR_SRC_SLOT_ERROR
höjt,höje,0_10,ADJ;INDF;NEUT;SG,0_5,V.PTCP;PST,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
osyrad,osyrat,0_5,V.PTCP;PST,0_10,ADJ;INDF;NEUT;SG,adj;pst;ut;sg;ind,adj;pst;nt;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tvistar,tvisten,2_9,V;ACT;IND;PRS,2_14,N;DEF;SG,verb;pres;actv,n;ut;sg;def - n;ut;sg;def;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
föreskrifterna,föreskriften,1_5,N;DEF;PL,1_7,DET;SG,n;ut;pl;def - n;ut;pl;def;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,ERR_TGT_SLOT_ERROR
håla,hålen,0_0,V;ACT;NFIN,0_6,ADJ;INDF;MASC+FEM;SG,verb;imp - verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R,n;nt;pl;def,PARADIGM_ERROR;TGT_SLOT_ERROR
upphöjt,upphöja,0_10,ADJ;INDF;NEUT;SG,0_0,V;ACT;NFIN,verb;supn;actv - adj;pp;nt;sg;ind - adj;sint;pst;nt;sg;ind,verb;inf;actv,MAPPED_POS_PAIR_ERROR
gripas,gripa,0_11,ADJ;INDF;GEN;PL,0_0,V;ACT;NFIN,verb;inf;pasv,verb;inf;actv,ERR_SRC_SLOT_ERROR
upphöjt,upphöjde,0_10,ADJ;INDF;NEUT;SG,0_1,V;ACT;IND;PST,verb;supn;actv - adj;pp;nt;sg;ind - adj;sint;pst;nt;sg;ind,verb;past;actv - adj;pp;m;sg;def - adj;sint;pst;m;sg;def,MAPPED_POS_PAIR_ERROR
bedrövad,bedrövat,2_3,PRN,2_5,V.CVB;ACT,adj;pp;ut;sg;ind - adj;pst;ut;sg;ind,verb;supn;actv - adj;pp;nt;sg;ind - adj;pst;nt;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tåget,tågade,2_4,PRN;NOM;NEUT;SG,2_11,ADJ;DEF;PL,n;nt;sg;def - n;nt;sg;def;compound-R,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,POS_PAIR_ERROR;SRC_SLOT_ERROR
dammens,dammarna,1_6,N;DEF;GEN;SG,1_4,N;DEF;NOM;PL,n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R,n;ut;pl;def - n;ut;pl;def;compound-R,ERR_SRC_SLOT_ERROR
