src word,tgt word,src slot,src msd,tgt slot,tgt msd,src apertium tags,tgt apertium tags,annotation
veiku,veikur,1_17,N;INDF;GEN;SG,1_12,V.PTCP;PST;NOM;SG,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;dat;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,adj;pst;m;sg;nom;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
greinum,greinar,1_2,N;INDF;DAT;PL,1_9,ADJ;NOM;PL,n;f;pl;dat;ind - verb;actv;pri;p1;pl - verb;actv;prs;p1;pl - n;m;pl;dat;ind,n;f;sg;gen;ind - n;f;pl;nom;ind - n;f;pl;acc;ind - n;m;pl;nom;ind,TGT_SLOT_ERROR
ættfeðurnir,ættfeðurna,1_4,V;IND;PST;2;SG,1_14,N;INDF;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
segist,segja,0_7,V;SBJV;PRS;1;SG,0_6,PRN;INDF;ACC;PL,verb;midv;inf - verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p2;pl - verb;midv;pri;p3;sg - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl,verb;actv;inf - verb;actv;pri;p3;pl,ERR_TGT_SLOT_ERROR
pyngju,pyngjur,1_17,N;INDF;GEN;SG,1_12,V.PTCP;PST;NOM;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
göfugur,göfugt,1_12,V.PTCP;PST;NOM;SG,1_0,N;INDF;ACC;SG,adj;pst;m;sg;nom;sta,adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
dómstóla,dómstóli,1_14,N;INDF;GEN;PL,1_7,N;INDF;DAT;SG,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
metið,metur,1_15,V;IMP;2;PL,1_12,V.PTCP;PST;NOM;SG,verb;midv;supn - n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl - verb;actv;pp;m;pl;nom;sta - verb;actv;pp;m;pl;acc;sta,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg,ERR_TGT_SLOT_ERROR
Ísrael,Ísraels,1_0,N;INDF;ACC;SG,1_13,PRN;INDF;GEN;SG,np;top;nt;sg;nom - np;top;nt;sg;acc,np;top;nt;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Ammínadab,Ammínadabs,1_0,N;INDF;ACC;SG,1_13,PRN;INDF;GEN;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
mæður,mæðist,0_16,V;IND;PRS;2;SG,0_7,V;SBJV;PRS;1;SG,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
felst,felið,0_12,V;IND;PRS;1;SG,0_19,V;IND;PRS;2;PL,verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p3;sg,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,ERR_TGT_SLOT_ERROR
fljótir,fljótt,0_8,V;SBJV;PRS;2;SG,0_17,V.PTCP;PST;ACC;SG,verb;actv;prs;p2;sg - adj;pst;m;pl;nom;sta,adv; - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,TGT_SLOT_ERROR
mannfjölda,mannfjöldi,1_14,N;INDF;GEN;PL,1_7,N;INDF;DAT;SG,n;m;sg;acc;ind - n;m;sg;dat;ind - n;m;sg;gen;ind,n;m;sg;nom;ind,ERR_TGT_SLOT_ERROR
bréfunum,bréf,1_1,N;DEF;DAT;PL,1_0,N;INDF;ACC;SG,n;nt;pl;dat;def,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,ERR_SRC_SLOT_ERROR
huggað,huggaði,1_8,V.CVB,1_11,V;SBJV;PST;3;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Sel,Sela,1_0,N;INDF;ACC;SG,1_14,N;INDF;GEN;PL,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
öndunum,öndum,1_1,N;DEF;DAT;PL,1_2,N;INDF;DAT;PL,n;f;pl;dat;def,n;f;pl;dat;ind - verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,ERR_SRC_SLOT_ERROR
Daginn,Dagurinn,1_5,N;DEF;ACC;SG,1_16,N;DEF;NOM;SG,n;m;sg;acc;def,n;m;sg;nom;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
þrengingunum,þrengingin,1_1,N;DEF;DAT;PL,1_6,V.PTCP;PST;ACC;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
hjörtu,hjörtu,1_17,N;INDF;GEN;SG,1_17,N;INDF;GEN;SG,n;nt;pl;nom;ind - n;nt;pl;acc;ind,n;nt;pl;nom;ind - n;nt;pl;acc;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
væri,væruð,1_7,N;INDF;DAT;SG,1_18,V;IND;PST;2;PL,verb;pss;p1;sg - verb;pss;p3;sg,verb;pss;p2;pl,SRC_SLOT_ERROR;TGT_SLOT_ERROR
brúður,brúðar,1_12,V.PTCP;PST;NOM;SG,1_9,ADJ;NOM;PL,n;f;sg;nom;ind,n;f;sg;gen;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
góðan,góði,1_3,ADJ;ACC;SG,1_7,N;INDF;DAT;SG,adj;pst;m;sg;acc;sta,adj;pst;m;sg;nom;vei,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
skalt,skaltu,0_17,V.PTCP;PST;ACC;SG,0_4,V;IND;PST;3;PL,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
fái,fáist,0_15,V;SBJV;PRS;3;PL,0_7,V;SBJV;PRS;1;SG,verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;midv;pri;p2;pl - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl - verb;midv;imp;p2;pl,ERR_SRC_SLOT_ERROR
forgengilega,forgengilegan,1_14,N;INDF;GEN;PL,1_3,ADJ;ACC;SG,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,adj;pst;m;sg;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
dúki,dúk,1_7,N;INDF;DAT;SG,1_0,N;INDF;ACC;SG,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
glaðan,glaðir,1_3,ADJ;ACC;SG,1_4,V;IND;PST;2;SG,adj;pst;m;sg;acc;sta,adj;pst;m;pl;nom;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
prestum,prestur,1_2,N;INDF;DAT;PL,1_12,V.PTCP;PST;NOM;SG,n;m;pl;dat;ind,n;m;sg;nom;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
skapi,skapa,1_7,N;INDF;DAT;SG,1_14,N;INDF;GEN;PL,n;nt;sg;dat;ind - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;inf - n;nt;pl;gen;ind - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;actv;imp;p2;sg,C
safna,safnaði,1_14,N;INDF;GEN;PL,1_11,V;SBJV;PST;3;SG,verb;actv;inf - n;nt;pl;gen;ind - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;midv;imp;p2;sg,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;f;sg;nom;vei,MAPPED_POS_PAIR_ERROR
hefðarsætin,hefðarsæti,1_6,V.PTCP;PST;ACC;PL,1_7,N;INDF;DAT;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
þyrsti,þyrstan,1_7,N;INDF;DAT;SG,1_3,ADJ;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ásjónur,ásjóna,1_12,V.PTCP;PST;NOM;SG,1_14,N;INDF;GEN;PL,n;f;pl;nom;ind - n;f;pl;acc;ind,n;f;sg;nom;ind - n;f;pl;gen;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
mínir,mínar,1_4,V;IND;PST;2;SG,1_9,ADJ;NOM;PL,prn;pos;m;pl;nom,prn;pos;f;pl;nom - prn;pos;f;pl;acc,SRC_POS_ERROR TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
hundunum,hundar,1_1,N;DEF;DAT;PL,1_9,ADJ;NOM;PL,n;m;pl;dat;def,n;m;pl;nom;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
heiðingjunum,heiðingja,1_1,N;DEF;DAT;PL,1_14,N;INDF;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
skínið,skín,1_15,V;IMP;2;PL,1_0,N;INDF;ACC;SG,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;actv;pri;p1;sg - verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;imp;p2;sg,ERR_SRC_SLOT_ERROR
lærisveininn,lærisveinum,1_5,N;DEF;ACC;SG,1_2,N;INDF;DAT;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
réttlátan,réttlát,1_3,ADJ;ACC;SG,1_0,N;INDF;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
hjálpræði,hjálpræðið,1_7,N;INDF;DAT;SG,1_15,V;IMP;2;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
eilífar,eilífan,1_9,ADJ;NOM;PL,1_3,ADJ;ACC;SG,adj;pst;f;pl;nom;sta - adj;pst;f;pl;acc;sta,adj;pst;m;sg;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
biðjast,biðjið,0_11,V;IND;PRS;3;PL,0_19,V;IND;PRS;2;PL,verb;midv;inf - verb;midv;pri;p3;pl,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,ERR_TGT_SLOT_ERROR
krossfestu,krossfest,1_17,N;INDF;GEN;SG,1_0,N;INDF;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
veika,veikt,1_14,N;INDF;GEN;PL,1_0,N;INDF;ACC;SG,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,adv; - verb;actv;supn - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta - verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,ERR_SRC_SLOT_ERROR
gróðursett,gróðursettu,1_0,N;INDF;ACC;SG,1_17,N;INDF;GEN;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
básúnunum,básúnu,1_1,N;DEF;DAT;PL,1_17,N;INDF;GEN;SG,n;f;pl;dat;def,n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind,ERR_SRC_SLOT_ERROR
leyfið,leyfi,0_19,V;IND;PRS;2;PL,0_15,V;SBJV;PRS;3;PL,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;sg;dat;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,C
stund,stundið,1_0,N;INDF;ACC;SG,1_15,V;IMP;2;PL,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
opnað,opnaði,1_8,V.CVB,1_11,V;SBJV;PST;3;SG,verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,ERR_SRC_SLOT_ERROR
þrengja,þrengir,0_6,PRN;INDF;ACC;PL,0_8,V;SBJV;PRS;2;SG,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg - verb;midv;prs;p3;sg,ERR_SRC_SLOT_ERROR
veita,veitt,0_20,V;NFIN,0_17,V.PTCP;PST;ACC;SG,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;supn - verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ríkið,ríki,0_19,V;IND;PRS;2;PL,0_15,V;SBJV;PRS;3;PL,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;sg;dat;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl - adj;pst;m;sg;nom;vei,C
sjálfs,sjálfa,1_13,PRN;INDF;GEN;SG,1_14,N;INDF;GEN;PL,prn;ref;m;sg;gen - prn;ref;nt;sg;gen,prn;ref;m;pl;acc - prn;ref;f;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
andlegi,andleg,1_7,N;INDF;DAT;SG,1_0,N;INDF;ACC;SG,adj;pst;m;sg;nom;vei,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
leifum,leifunum,1_2,N;INDF;DAT;PL,1_1,N;DEF;DAT;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
nautin,nauta,1_6,V.PTCP;PST;ACC;PL,1_14,N;INDF;GEN;PL,n;nt;pl;nom;def - n;nt;pl;acc;def,n;nt;pl;gen;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vanheilagur,vanheilagan,1_12,V.PTCP;PST;NOM;SG,1_3,ADJ;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
gengið,gengist,0_19,V;IND;PRS;2;PL,0_7,V;SBJV;PRS;1;SG,verb;actv;supn - n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,verb;midv;supn - verb;midv;pss;p1;sg - verb;midv;pss;p2;sg - verb;midv;pss;p3;sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
leitum,leit,1_2,N;INDF;DAT;PL,1_0,N;INDF;ACC;SG,n;f;pl;dat;ind - verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - verb;actv;past;p1;sg - verb;actv;past;p3;sg,C
trúa,trúum,0_20,V;NFIN,0_1,V;SBJV;PRS;1;PL,verb;actv;inf - n;f;pl;gen;ind - verb;actv;pri;p3;pl,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,ERR_TGT_SLOT_ERROR
ungar,unga,1_9,ADJ;NOM;PL,1_14,N;INDF;GEN;PL,adj;pst;f;pl;nom;sta - adj;pst;f;pl;acc;sta,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
lík,líkið,0_14,V;IMP;2;SG,0_19,V;IND;PRS;2;PL,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;imp;p2;sg - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,C
hinar,hinum,1_9,ADJ;NOM;PL,1_2,N;INDF;DAT;PL,prn;dem;f;pl;nom - prn;dem;f;pl;acc - det;def;f;pl;nom - det;def;f;pl;acc,prn;dem;m;sg;dat - prn;dem;m;pl;dat - prn;dem;f;pl;dat - prn;dem;nt;pl;dat - det;def;m;sg;dat - det;def;m;pl;dat - det;def;f;pl;dat - det;def;nt;pl;dat,SRC_POS_ERROR TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
þröngt,þrönga,1_0,N;INDF;ACC;SG,1_14,N;INDF;GEN;PL,adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
óhreini,óhreinu,1_7,N;INDF;DAT;SG,1_17,N;INDF;GEN;SG,adj;pst;m;sg;nom;vei,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;dat;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vondum,vondir,1_2,N;INDF;DAT;PL,1_4,V;IND;PST;2;SG,adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,adj;pst;m;pl;nom;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sjúku,sjúkan,1_17,N;INDF;GEN;SG,1_3,ADJ;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
neyttu,neytt,0_4,V;IND;PST;3;PL,0_17,V.PTCP;PST;ACC;SG,verb;actv;past;p3;pl - verb;actv;pss;p3;pl - verb;actv;imp;p2;sg - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;m;pl;acc;vei - verb;actv;pp;m;pl;dat;vei - verb;actv;pp;m;pl;gen;vei - verb;actv;pp;f;sg;acc;vei - verb;actv;pp;f;sg;dat;vei - verb;actv;pp;f;sg;gen;vei - verb;actv;pp;f;pl;nom;vei - verb;actv;pp;f;pl;acc;vei - verb;actv;pp;f;pl;dat;vei - verb;actv;pp;f;pl;gen;vei - verb;actv;pp;nt;sg;gen;sta - verb;actv;pp;nt;pl;nom;vei - verb;actv;pp;nt;pl;acc;vei - verb;actv;pp;nt;pl;dat;vei - verb;actv;pp;nt;pl;gen;vei,verb;actv;supn - verb;actv;supn - verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,MAPPED_POS_PAIR_ERROR
andi,andinn,1_7,N;INDF;DAT;SG,1_5,N;DEF;ACC;SG,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
horfir,horfin,0_8,V;SBJV;PRS;2;SG,0_3,ADJ;ACC;PL,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hesta,hestum,1_14,N;INDF;GEN;PL,1_2,N;INDF;DAT;PL,n;m;pl;acc;ind - n;m;pl;gen;ind,n;m;pl;dat;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
blessum,blessaði,1_2,N;INDF;DAT;PL,1_11,V;SBJV;PST;3;SG,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,ERR_SRC_SLOT_ERROR
hestum,hesta,1_2,N;INDF;DAT;PL,1_14,N;INDF;GEN;PL,n;m;pl;dat;ind,n;m;pl;acc;ind - n;m;pl;gen;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
raust,raust,1_0,N;INDF;ACC;SG,1_0,N;INDF;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
hégómamáls,hégómamál,1_13,PRN;INDF;GEN;SG,1_0,N;INDF;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
sakfelli,sakfella,1_7,N;INDF;DAT;SG,1_14,N;INDF;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
lok,lokið,1_0,N;INDF;ACC;SG,1_15,V;IMP;2;PL,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;supn - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,TGT_SLOT_ERROR
slíkur,slíkum,1_12,V.PTCP;PST;NOM;SG,1_2,N;INDF;DAT;PL,det;ind;m;sg;nom,det;ind;m;sg;dat - det;ind;m;pl;dat - det;ind;f;pl;dat - det;ind;nt;pl;dat,SRC_POS_ERROR TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
Láttu,Láti,0_4,V;IND;PST;3;PL,0_15,V;SBJV;PRS;3;PL,verb;actv;imp;p2;sg,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
heilir,heilum,1_4,V;IND;PST;2;SG,1_2,N;INDF;DAT;PL,adj;pst;m;pl;nom;sta,n;m;pl;dat;ind - adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Blindi,Blindi,1_7,N;INDF;DAT;SG,1_7,N;INDF;DAT;SG,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
snúi,snúið,1_7,N;INDF;DAT;SG,1_15,V;IMP;2;PL,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;pss;p3;sg,verb;midv;supn - verb;actv;past;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl - verb;actv;pp;m;pl;nom;sta - verb;actv;pp;m;pl;acc;sta,SRC_SLOT_ERROR
spottaði,spotta,1_11,V;SBJV;PST;3;SG,1_14,N;INDF;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
myrkri,myrkrið,1_7,N;INDF;DAT;SG,1_15,V;IMP;2;PL,n;nt;sg;dat;ind,n;nt;sg;nom;def - n;nt;sg;acc;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
prest,prests,1_0,N;INDF;ACC;SG,1_13,PRN;INDF;GEN;SG,n;m;sg;acc;ind,n;m;sg;gen;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
